Invoice_ID,Order_ID,Invoice_Date,Due_Date,Net_Amount,Tax_Amount,Invoice_Amount,Invoice_Status
INV001408,O002516,2026-06-11,2026-07-26,362729.49,65291.31,428020.8,Partially Paid
INV001409,O000794,2025-06-29,2025-08-28,174630.75,31433.53,206064.28,Paid
INV001410,O002494,2025-01-31,2025-03-17,315639.73,56815.15,372454.88,Partially Paid
INV001411,O000029,2026-01-13,2026-03-14,330706.02,59527.08,390233.1,Partially Paid
INV001412,O000775,2025-11-09,2025-11-24,14454.86,2601.88,17056.74,Partially Paid
INV001413,O001588,2025-01-02,2025-02-01,399628.89,71933.2,471562.09,Open
INV001414,O000818,2025-12-05,2026-01-04,39920.41,7185.67,47106.08,Open
INV001415,O002220,2026-03-08,2026-04-07,852.49,153.45,1005.94,Paid
INV001416,O001395,2025-09-26,2025-11-25,166558.65,29980.56,196539.2,Open
INV001417,O002474,2026-06-03,2026-08-02,7655.3,1377.95,9033.25,Open
INV001418,O000130,2026-06-10,2026-06-25,12661.42,2279.06,14940.48,Partially Paid
INV001419,O000327,2025-07-21,2025-08-20,36370.42,6546.68,42917.1,Open
INV001420,O000997,2026-06-05,2026-07-05,36949.93,6650.99,43600.92,Open
INV001421,O001205,2025-05-05,2025-06-04,32436.55,5838.58,38275.13,Paid
INV001422,O000097,2025-10-21,2025-11-05,85478.75,15386.17,100864.92,Paid
INV001423,O000639,2026-08-26,2026-10-25,44095.02,7937.1,52032.12,Open
INV001424,O001489,2025-09-01,2025-10-01,32395.87,5831.26,38227.13,Partially Paid
INV001425,O002790,2025-01-31,2025-02-15,687988.3,123837.89,811826.19,Partially Paid
INV001426,O000757,2025-07-29,2025-09-12,58779.35,10580.28,69359.63,Open
INV001427,O000352,2025-08-02,2025-08-17,447275.93,80509.67,527785.59,Partially Paid
INV001428,O001115,2026-06-24,2026-07-09,12819.8,2307.56,15127.37,Open
INV001429,O001377,2026-05-10,2026-06-24,316919.07,57045.43,373964.5,Open
INV001430,O000546,2026-01-18,2026-03-19,149257.56,26866.36,176123.92,Partially Paid
INV001431,O002536,2025-04-07,2025-05-07,8943.05,1609.75,10552.8,Open
INV001432,O002041,2025-12-26,2026-01-10,12673.49,2281.23,14954.71,Open
INV001433,O001649,2026-01-19,2026-02-03,45683.33,8223,53906.33,Open
INV001434,O000048,2025-04-29,2025-06-28,20989.95,3778.19,24768.14,Partially Paid
INV001435,O002988,2026-07-02,2026-08-31,264812.68,47666.28,312478.97,Open
INV001436,O001675,2025-12-15,2025-12-30,17862.17,3215.19,21077.36,Partially Paid
INV001437,O003000,2025-06-18,2025-07-18,3150.36,567.06,3717.42,Open
INV001438,O001388,2025-10-02,2025-12-01,41260.61,7426.91,48687.52,Partially Paid
INV001439,O000921,2025-10-18,2025-12-02,4993.29,898.79,5892.09,Partially Paid
INV001440,O001223,2026-02-03,2026-03-05,283893.24,51100.78,334994.03,Open
INV001441,O000275,2025-04-29,2025-06-13,888748.87,159974.8,1048723.67,Open
INV001442,O002472,2025-08-27,2025-09-26,257418.67,46335.36,303754.03,Paid
INV001443,O001622,2026-04-02,2026-05-17,162647.56,29276.56,191924.12,Open
INV001444,O000585,2026-07-31,2026-09-14,29700.08,5346.01,35046.1,Partially Paid
INV001445,O000207,2026-09-02,2026-10-17,47054.67,8469.84,55524.51,Paid
INV001446,O001364,2025-12-20,2026-02-18,170331.99,30659.76,200991.75,Open
INV001447,O001252,2026-04-06,2026-04-21,70134.69,12624.24,82758.94,Paid
INV001448,O001782,2025-11-11,2025-11-26,24730.04,4451.41,29181.45,Paid
INV001449,O000935,2026-02-27,2026-04-13,41913.35,7544.4,49457.76,Partially Paid
INV001450,O001239,2026-01-10,2026-02-24,128952.54,23211.46,152164,Open
INV001451,O000907,2026-08-11,2026-09-25,244305.73,43975.03,288280.76,Paid
INV001452,O000018,2026-06-29,2026-08-13,402822.29,72508.01,475330.3,Partially Paid
INV001453,O000445,2025-11-01,2025-12-16,3876.93,697.85,4574.77,Open
INV001454,O001786,2026-06-15,2026-08-14,342329.4,61619.29,403948.7,Paid
INV001455,O000085,2026-04-14,2026-05-14,251690.71,45304.33,296995.03,Open
INV001456,O002760,2025-01-26,2025-03-12,20120.78,3621.74,23742.52,Open
INV001457,O002660,2025-04-12,2025-06-11,4283.82,771.09,5054.91,Partially Paid
INV001458,O001088,2025-06-18,2025-08-02,434795.3,78263.15,513058.46,Partially Paid
INV001459,O002629,2026-06-28,2026-08-27,22742.95,4093.73,26836.68,Paid
INV001460,O002718,2025-05-21,2025-07-20,44825.19,8068.53,52893.72,Partially Paid
INV001461,O001145,2026-06-05,2026-07-05,110220.54,19839.7,130060.23,Open
INV001462,O002139,2025-06-20,2025-07-05,13240.59,2383.31,15623.9,Partially Paid
INV001463,O002082,2026-08-12,2026-09-11,176861.88,31835.14,208697.02,Paid
INV001464,O001266,2025-07-24,2025-09-22,185556.61,33400.19,218956.79,Open
INV001465,O001565,2025-12-20,2026-01-04,32077.63,5773.97,37851.61,Paid
INV001466,O000709,2026-03-07,2026-05-06,334844.81,60272.07,395116.88,Paid
INV001467,O002162,2026-01-07,2026-01-22,325460.84,58582.95,384043.79,Paid
INV001468,O001682,2026-05-17,2026-07-16,380648.1,68516.66,449164.76,Paid
INV001469,O000528,2026-01-18,2026-02-02,10881.99,1958.76,12840.75,Open
INV001470,O001865,2025-01-04,2025-03-05,288709.91,51967.78,340677.7,Paid
INV001471,O002878,2025-05-23,2025-07-22,258280.62,46490.51,304771.13,Open
INV001472,O001129,2025-04-04,2025-05-19,8376.3,1507.73,9884.03,Paid
INV001473,O001175,2025-01-09,2025-02-23,34300.94,6174.17,40475.11,Partially Paid
INV001474,O000092,2026-08-20,2026-09-04,28414.12,5114.54,33528.66,Partially Paid
INV001475,O000557,2025-03-01,2025-04-15,415488.67,74787.96,490276.63,Open
INV001476,O001728,2025-08-17,2025-09-16,388974.42,70015.4,458989.82,Paid
INV001477,O000506,2025-10-05,2025-11-19,33144.16,5965.95,39110.11,Open
INV001478,O000395,2026-08-31,2026-10-15,10423.47,1876.23,12299.7,Paid
INV001479,O000523,2026-05-08,2026-06-07,294001.67,52920.3,346921.97,Paid
INV001480,O002595,2026-04-15,2026-04-30,28409.99,5113.8,33523.79,Partially Paid
INV001481,O002515,2025-07-24,2025-08-08,8084.64,1455.24,9539.88,Partially Paid
INV001482,O001105,2025-12-13,2026-01-27,60529.95,10895.39,71425.34,Open
INV001483,O001570,2025-08-17,2025-09-01,89112.78,16040.3,105153.08,Open
INV001484,O001418,2025-03-29,2025-05-28,30838.98,5551.02,36390,Open
INV001485,O000938,2025-07-18,2025-08-17,6023.79,1084.28,7108.07,Paid
INV001486,O002941,2026-08-29,2026-10-28,211214.17,38018.55,249232.72,Open
INV001487,O001300,2026-07-08,2026-08-07,90605.17,16308.93,106914.11,Partially Paid
INV001488,O000278,2026-06-30,2026-07-30,317846.81,57212.42,375059.23,Open
INV001489,O000793,2025-06-23,2025-08-22,45580.34,8204.46,53784.8,Partially Paid
INV001490,O002403,2026-08-29,2026-09-13,40653.38,7317.61,47970.99,Open
INV001491,O002244,2025-05-13,2025-06-12,145994.52,26279.01,172273.54,Paid
INV001492,O000205,2025-07-19,2025-09-02,8485.84,1527.45,10013.29,Open
INV001493,O000444,2026-03-31,2026-04-15,49978.96,8996.21,58975.18,Paid
INV001494,O000144,2026-07-09,2026-07-24,7595.6,1367.21,8962.81,Open
INV001495,O001373,2026-08-06,2026-10-05,46732.34,8411.82,55144.16,Partially Paid
INV001496,O002234,2025-04-23,2025-06-22,29025.01,5224.5,34249.51,Paid
INV001497,O001409,2025-05-01,2025-05-16,78547.42,14138.53,92685.95,Open
INV001498,O002134,2025-07-14,2025-08-13,11411.05,2053.99,13465.03,Paid
INV001499,O002452,2025-02-05,2025-03-07,486966.11,87653.9,574620.01,Open
INV001500,O002091,2026-06-09,2026-08-08,217832.28,39209.81,257042.09,Paid
INV001501,O000866,2026-08-14,2026-09-13,341533.8,61476.08,403009.88,Paid
INV001502,O002135,2025-05-03,2025-07-02,83321.59,14997.89,98319.47,Paid
INV001503,O000850,2025-09-30,2025-10-30,125197.03,22535.47,147732.49,Partially Paid
INV001504,O001763,2026-04-12,2026-04-27,13871.5,2496.87,16368.36,Partially Paid
INV001505,O001894,2026-08-22,2026-09-06,99413,17894.34,117307.34,Paid
INV001506,O000656,2025-06-25,2025-07-10,63569.08,11442.44,75011.52,Open
INV001507,O002259,2025-03-25,2025-04-24,29816.02,5366.88,35182.91,Open
INV001508,O002940,2025-03-15,2025-04-29,100417.96,18075.23,118493.19,Open
INV001509,O001184,2026-01-02,2026-02-01,99215.2,17858.74,117073.93,Partially Paid
INV001510,O000976,2025-04-13,2025-05-13,27814.67,5006.64,32821.31,Open
INV001511,O002461,2026-06-06,2026-08-05,156381.34,28148.64,184529.98,Paid
INV001512,O001401,2025-12-21,2026-01-20,195180.26,35132.45,230312.71,Partially Paid
INV001513,O002081,2025-09-09,2025-10-09,78666.51,14159.97,92826.48,Paid
INV001514,O000456,2025-03-30,2025-05-14,56210.9,10117.96,66328.86,Paid
INV001515,O001312,2026-06-23,2026-07-08,279465.08,50303.71,329768.8,Paid
INV001516,O002702,2025-08-03,2025-10-02,52494.58,9449.02,61943.6,Paid
INV001517,O001543,2026-08-09,2026-09-08,255330.76,45959.54,301290.29,Paid
INV001518,O002542,2025-11-19,2026-01-18,95027.38,17104.93,112132.31,Paid
INV001519,O002480,2025-05-29,2025-07-28,13692.21,2464.6,16156.81,Partially Paid
INV001520,O001549,2026-01-27,2026-03-13,294494.83,53009.07,347503.89,Partially Paid
INV001521,O001440,2025-01-15,2025-03-01,22290.66,4012.32,26302.98,Paid
INV001522,O002273,2025-02-01,2025-03-03,213409.18,38413.65,251822.83,Partially Paid
INV001523,O000912,2026-08-26,2026-09-25,136037.88,24486.82,160524.7,Paid
INV001524,O001074,2026-04-10,2026-04-25,14804.24,2664.76,17469,Paid
INV001525,O000355,2025-05-09,2025-07-08,348583.01,62744.94,411327.95,Open
INV001526,O001316,2025-05-01,2025-06-30,316704.9,57006.88,373711.79,Open
INV001527,O000685,2025-07-01,2025-07-16,230657.76,41518.4,272176.16,Paid
INV001528,O002950,2025-12-19,2026-02-02,19313.75,3476.47,22790.22,Open
INV001529,O002032,2025-03-01,2025-04-15,344543.42,62017.82,406561.24,Paid
INV001530,O001793,2025-01-27,2025-02-11,177692.16,31984.59,209676.75,Paid
INV001531,O000219,2025-10-04,2025-12-03,25232.43,4541.84,29774.27,Partially Paid
INV001532,O002715,2026-02-13,2026-04-14,297670.93,53580.77,351251.69,Partially Paid
INV001533,O002398,2026-06-10,2026-07-25,1824.14,328.34,2152.48,Partially Paid
INV001534,O002545,2026-03-07,2026-04-06,36977.91,6656.02,43633.93,Paid
INV001535,O002120,2025-10-02,2025-12-01,13412.6,2414.27,15826.87,Paid
INV001536,O002001,2025-04-10,2025-06-09,230018.93,41403.41,271422.34,Paid
INV001537,O001567,2025-01-03,2025-01-18,125325.82,22558.65,147884.47,Partially Paid
INV001538,O001995,2025-11-08,2026-01-07,38548.47,6938.72,45487.2,Partially Paid
INV001539,O000165,2026-05-06,2026-07-05,8795.03,1583.1,10378.13,Partially Paid
INV001540,O000684,2025-05-31,2025-07-15,56251.45,10125.26,66376.72,Open
INV001541,O002785,2026-04-09,2026-06-08,10206,1837.08,12043.08,Paid
INV001542,O001832,2025-04-24,2025-05-09,256481.29,46166.63,302647.92,Partially Paid
INV001543,O001107,2025-01-27,2025-03-28,89089.58,16036.12,105125.7,Paid
INV001544,O001304,2025-06-03,2025-06-18,14528.04,2615.05,17143.08,Open
INV001545,O000202,2025-12-05,2026-01-04,77383.85,13929.09,91312.95,Paid
INV001546,O002942,2026-08-17,2026-09-16,81092.06,14596.57,95688.63,Paid
INV001547,O001979,2025-10-04,2025-10-19,279339.86,50281.18,329621.04,Open
INV001548,O002197,2026-08-04,2026-09-18,41912.83,7544.31,49457.14,Partially Paid
INV001549,O002438,2025-07-17,2025-08-01,32211.17,5798.01,38009.18,Partially Paid
INV001550,O000160,2026-01-06,2026-01-21,276575.71,49783.63,326359.34,Paid
INV001551,O002596,2025-07-05,2025-08-04,10593.54,1906.84,12500.38,Paid
INV001552,O002182,2025-01-21,2025-03-07,4277.17,769.89,5047.06,Paid
INV001553,O000245,2025-10-08,2025-12-07,40446.41,7280.35,47726.77,Open
INV001554,O000979,2025-10-23,2025-11-07,35647.18,6416.49,42063.67,Open
INV001555,O001370,2026-01-28,2026-02-12,109337.84,19680.81,129018.65,Paid
INV001556,O002287,2025-02-21,2025-04-07,123133.16,22163.97,145297.13,Open
INV001557,O000795,2025-07-11,2025-07-26,103342.62,18601.67,121944.3,Open
INV001558,O000282,2025-09-17,2025-11-16,44290.17,7972.23,52262.4,Open
INV001559,O000554,2025-10-10,2025-11-24,163311.73,29396.11,192707.84,Paid
INV001560,O002935,2026-08-29,2026-10-28,41758.43,7516.52,49274.95,Paid
INV001561,O001217,2025-08-31,2025-09-30,40084.48,7215.21,47299.69,Partially Paid
INV001562,O001234,2025-10-11,2025-11-10,211823.33,38128.2,249951.53,Paid
INV001563,O000565,2025-06-26,2025-08-10,17579.3,3164.27,20743.57,Paid
INV001564,O002781,2025-03-19,2025-04-03,12980.01,2336.4,15316.41,Paid
INV001565,O002597,2026-04-25,2026-06-09,55189.25,9934.06,65123.31,Open
INV001566,O000403,2025-10-25,2025-11-09,210274.3,37849.37,248123.68,Partially Paid
INV001567,O002263,2026-03-14,2026-05-13,146343.23,26341.78,172685.01,Paid
INV001568,O002417,2025-03-19,2025-04-03,37311.62,6716.09,44027.71,Paid
INV001569,O002664,2025-03-04,2025-04-03,22777.68,4099.98,26877.66,Paid
INV001570,O002396,2026-05-27,2026-06-11,2530.22,455.44,2985.67,Open
INV001571,O002340,2025-06-09,2025-07-09,67314.81,12116.66,79431.47,Partially Paid
INV001572,O000463,2025-10-03,2025-11-02,304971.22,54894.82,359866.04,Partially Paid
INV001573,O000080,2026-02-07,2026-02-22,18675.15,3361.53,22036.67,Open
INV001574,O002612,2025-12-08,2025-12-23,251313.53,45236.43,296549.96,Partially Paid
INV001575,O002776,2025-09-03,2025-09-18,336484.24,60567.16,397051.41,Open
INV001576,O002882,2026-03-24,2026-05-23,277853.22,50013.58,327866.79,Open
INV001577,O001447,2026-04-21,2026-06-05,376911.71,67844.11,444755.82,Open
INV001578,O002054,2026-03-13,2026-04-12,4537.37,816.73,5354.1,Partially Paid
INV001579,O000891,2025-04-18,2025-05-03,27837.32,5010.72,32848.04,Partially Paid
INV001580,O000277,2025-03-12,2025-04-26,9592.09,1726.58,11318.66,Partially Paid
INV001581,O000066,2025-09-12,2025-11-11,75616.12,13610.9,89227.02,Open
INV001582,O001082,2025-11-14,2025-12-14,222946.01,40130.28,263076.3,Paid
INV001583,O000633,2025-11-09,2026-01-08,13032.69,2345.88,15378.57,Paid
INV001584,O001590,2025-04-14,2025-05-29,268571.29,48342.83,316914.13,Partially Paid
INV001585,O002435,2025-01-15,2025-02-14,490202.82,88236.51,578439.33,Paid
INV001586,O001067,2025-01-27,2025-02-11,342269.75,61608.56,403878.31,Paid
INV001587,O000562,2025-02-23,2025-04-09,246066.77,44292.02,290358.79,Open
INV001588,O000822,2026-03-28,2026-04-27,98672.31,17761.02,116433.33,Paid
INV001589,O000519,2026-02-20,2026-03-22,175043.33,31507.8,206551.13,Open
INV001590,O001936,2026-08-20,2026-09-04,81446.71,14660.41,96107.11,Partially Paid
INV001591,O002383,2025-11-27,2026-01-26,23415.82,4214.85,27630.67,Paid
INV001592,O000681,2025-12-23,2026-01-07,376143.19,67705.77,443848.97,Open
INV001593,O000906,2025-04-08,2025-05-08,1323.31,238.2,1561.51,Partially Paid
INV001594,O000920,2025-05-16,2025-06-15,35725.02,6430.5,42155.52,Open
INV001595,O000603,2026-03-05,2026-05-04,39018.28,7023.29,46041.57,Partially Paid
INV001596,O000833,2026-04-03,2026-05-18,381338.21,68640.88,449979.09,Partially Paid
INV001597,O002621,2026-01-18,2026-03-19,285111.25,51320.02,336431.27,Partially Paid
INV001598,O000285,2026-04-12,2026-04-27,3481.02,626.58,4107.61,Open
INV001599,O002548,2025-01-29,2025-03-30,388795.4,69983.17,458778.57,Open
INV001600,O002563,2026-08-19,2026-10-18,2048.84,368.79,2417.63,Paid
INV001601,O002901,2026-03-25,2026-05-24,43414.69,7814.64,51229.33,Open
INV001602,O002505,2026-01-08,2026-02-22,29143.27,5245.79,34389.05,Partially Paid
INV001603,O001816,2026-03-16,2026-05-15,88884.08,15999.13,104883.22,Open
INV001604,O001357,2025-11-05,2025-12-20,49207.23,8857.3,58064.53,Paid
INV001605,O002138,2026-02-27,2026-04-13,98048.67,17648.76,115697.44,Partially Paid
INV001606,O001761,2025-02-25,2025-04-26,136911.84,24644.13,161555.97,Paid
INV001607,O002462,2025-09-01,2025-10-31,311477.15,56065.89,367543.03,Open
INV001608,O001744,2025-12-25,2026-02-23,294079.97,52934.4,347014.37,Partially Paid
INV001609,O000257,2025-08-10,2025-09-09,37445.8,6740.24,44186.05,Partially Paid
INV001610,O002349,2026-04-22,2026-05-22,45491.6,8188.49,53680.08,Open
INV001611,O002859,2026-07-04,2026-08-18,105305.77,18955.04,124260.81,Paid
INV001612,O001360,2025-11-15,2025-12-30,78428.92,14117.21,92546.12,Open
INV001613,O000616,2026-07-25,2026-09-08,376374.27,67747.37,444121.64,Paid
INV001614,O000307,2025-12-22,2026-02-05,34585.36,6225.36,40810.72,Partially Paid
INV001615,O001958,2026-02-09,2026-02-24,185310.72,33355.93,218666.65,Open
INV001616,O002096,2026-03-07,2026-05-06,150631.24,27113.62,177744.86,Paid
INV001617,O001152,2025-09-09,2025-10-24,44486.7,8007.61,52494.31,Open
INV001618,O001502,2025-10-29,2025-11-28,154931.66,27887.7,182819.35,Open
INV001619,O000824,2025-10-22,2025-11-21,172418.7,31035.37,203454.07,Open
INV001620,O000931,2025-12-15,2026-01-14,94908.91,17083.6,111992.51,Open
INV001621,O000358,2026-06-25,2026-08-24,38822.54,6988.06,45810.6,Paid
INV001622,O001250,2026-01-15,2026-02-14,38633.07,6953.95,45587.02,Partially Paid
INV001623,O002957,2025-10-08,2025-10-23,195048.22,35108.68,230156.9,Open
INV001624,O001173,2026-04-28,2026-06-27,10490.81,1888.35,12379.15,Open
INV001625,O001244,2026-05-02,2026-07-01,15556.21,2800.12,18356.33,Paid
INV001626,O002537,2025-03-03,2025-03-18,75943.54,13669.84,89613.37,Open
INV001627,O000949,2025-05-27,2025-06-11,90335.27,16260.35,106595.62,Partially Paid
INV001628,O000332,2026-07-01,2026-07-16,128366.73,23106.01,151472.74,Paid
INV001629,O002390,2025-05-28,2025-06-12,220466.95,39684.05,260151,Open
INV001630,O000861,2025-10-11,2025-12-10,309444.71,55700.05,365144.76,Paid
INV001631,O000968,2025-02-14,2025-03-16,147876.71,26617.81,174494.52,Partially Paid
INV001632,O002586,2026-06-04,2026-07-19,216273.02,38929.14,255202.17,Paid
INV001633,O000556,2026-04-25,2026-06-09,359006.93,64621.25,423628.18,Open
INV001634,O000090,2026-01-12,2026-01-27,300981.2,54176.62,355157.81,Open
INV001635,O000888,2025-03-12,2025-04-11,227354.88,40923.88,268278.76,Open
INV001636,O001365,2026-08-30,2026-09-29,58423.07,10516.15,68939.23,Open
INV001637,O001963,2026-04-04,2026-06-03,33256.89,5986.24,39243.13,Partially Paid
INV001638,O000203,2025-12-19,2026-02-17,20798.2,3743.68,24541.87,Partially Paid
INV001639,O002863,2025-11-09,2025-12-09,7401.94,1332.35,8734.29,Paid
INV001640,O000533,2026-05-30,2026-07-29,266795.06,48023.11,314818.17,Paid
INV001641,O001613,2026-04-01,2026-05-16,100113.31,18020.4,118133.7,Open
INV001642,O002394,2025-05-02,2025-06-16,14554.06,2619.73,17173.79,Open
INV001643,O002712,2026-07-23,2026-08-07,124449.34,22400.88,146850.22,Paid
INV001644,O001910,2025-07-13,2025-08-27,5884.53,1059.22,6943.75,Open
INV001645,O000898,2026-01-02,2026-02-16,113581.05,20444.59,134025.64,Partially Paid
INV001646,O000478,2025-02-25,2025-03-27,198251.84,35685.33,233937.17,Partially Paid
INV001647,O001141,2025-11-26,2025-12-11,479577.49,86323.95,565901.43,Paid
INV001648,O002800,2026-02-27,2026-04-13,61311.79,11036.12,72347.92,Paid
INV001649,O001101,2025-07-10,2025-08-24,94552.68,17019.48,111572.16,Partially Paid
INV001650,O001639,2025-09-14,2025-10-29,23991.43,4318.46,28309.88,Paid
INV001651,O002268,2026-04-29,2026-06-28,129203.06,23256.55,152459.61,Open
INV001652,O000485,2025-04-08,2025-06-07,169448.98,30500.82,199949.8,Partially Paid
INV001653,O001369,2026-07-15,2026-08-14,516820.08,93027.61,609847.69,Open
INV001654,O001903,2025-10-24,2025-12-08,46325.51,8338.59,54664.1,Partially Paid
INV001655,O001812,2026-02-07,2026-02-22,580271.92,104448.95,684720.86,Open
INV001656,O001901,2025-11-09,2026-01-08,966.49,173.97,1140.45,Open
INV001657,O002412,2025-06-19,2025-08-03,188264.03,33887.53,222151.55,Paid
INV001658,O001075,2026-04-01,2026-04-16,106893.9,19240.9,126134.8,Partially Paid
INV001659,O000800,2025-03-18,2025-05-17,64958.67,11692.56,76651.23,Open
INV001660,O002421,2026-06-21,2026-07-21,286234.18,51522.15,337756.33,Open
INV001661,O002426,2025-12-14,2025-12-29,12227.27,2200.91,14428.17,Open
INV001662,O002166,2026-08-20,2026-10-04,226856.72,40834.21,267690.93,Partially Paid
INV001663,O002393,2025-06-28,2025-08-12,87657.78,15778.4,103436.18,Partially Paid
INV001664,O002977,2026-05-15,2026-06-14,27616.14,4970.91,32587.05,Paid
INV001665,O000867,2025-08-21,2025-09-20,11169.5,2010.51,13180.01,Open
INV001666,O001426,2025-04-21,2025-06-05,222503.06,40050.55,262553.62,Paid
INV001667,O002200,2025-11-18,2025-12-03,87448.46,15740.72,103189.18,Open
INV001668,O002701,2026-05-20,2026-07-19,274571.3,49422.83,323994.14,Paid
INV001669,O000383,2025-04-03,2025-05-03,111638.71,20094.97,131733.67,Paid
INV001670,O001611,2025-08-24,2025-10-08,65886.66,11859.6,77746.26,Partially Paid
INV001671,O000845,2025-11-01,2025-11-16,392271.5,70608.87,462880.37,Paid
INV001672,O001764,2025-09-17,2025-10-17,136347.56,24542.56,160890.12,Partially Paid
INV001673,O001778,2026-07-18,2026-08-02,25025.86,4504.66,29530.52,Paid
INV001674,O000124,2025-10-21,2025-11-20,218735.8,39372.44,258108.24,Paid
INV001675,O000465,2025-03-05,2025-03-20,6020.53,1083.7,7104.23,Open
INV001676,O001938,2025-11-22,2025-12-22,107485.75,19347.44,126833.19,Paid
INV001677,O000823,2026-05-22,2026-07-21,133333.59,24000.05,157333.64,Paid
INV001678,O002004,2026-02-23,2026-04-24,196724.36,35410.39,232134.75,Open
INV001679,O001019,2025-01-20,2025-02-19,337519.53,60753.51,398273.04,Partially Paid
INV001680,O000551,2025-06-14,2025-08-13,108716.85,19569.03,128285.88,Partially Paid
INV001681,O002880,2026-05-02,2026-06-16,15016.34,2702.94,17719.28,Open
INV001682,O002644,2026-04-17,2026-06-16,57368.92,10326.41,67695.33,Open
INV001683,O000107,2025-11-20,2026-01-04,324477.55,58405.96,382883.5,Open
INV001684,O001146,2026-02-16,2026-03-03,122626.28,22072.73,144699.01,Partially Paid
INV001685,O000640,2025-05-17,2025-07-01,46694.98,8405.1,55100.07,Partially Paid
INV001686,O000412,2025-02-27,2025-04-13,109120.87,19641.76,128762.63,Paid
INV001687,O001005,2026-02-16,2026-03-18,11584.53,2085.22,13669.74,Open
INV001688,O000163,2025-12-30,2026-02-13,319992.88,57598.72,377591.6,Paid
INV001689,O000626,2025-07-06,2025-08-20,44450.01,8001,52451.01,Open
INV001690,O001188,2026-05-19,2026-06-03,486654.54,87597.82,574252.36,Paid
INV001691,O002768,2025-03-26,2025-04-25,59834.14,10770.14,70604.28,Paid
INV001692,O002143,2026-07-01,2026-08-15,332019.02,59763.42,391782.44,Partially Paid
INV001693,O000299,2026-04-19,2026-05-19,224937.05,40488.67,265425.71,Partially Paid
INV001694,O002728,2025-08-01,2025-09-30,299247.25,53864.51,353111.76,Open
INV001695,O002549,2026-06-22,2026-07-22,61233.8,11022.08,72255.89,Partially Paid
INV001696,O001284,2026-03-25,2026-05-09,26020.24,4683.64,30703.88,Partially Paid
INV001697,O002864,2025-11-28,2026-01-12,14811.94,2666.15,17478.09,Open
INV001698,O001538,2025-12-22,2026-02-05,129860.31,23374.86,153235.17,Paid
INV001699,O000817,2026-03-14,2026-05-13,137157.26,24688.31,161845.57,Paid
INV001700,O002972,2026-04-14,2026-05-29,1043.1,187.76,1230.86,Paid
INV001701,O002761,2025-07-07,2025-08-06,72060.05,12970.81,85030.86,Open
INV001702,O000159,2025-11-08,2025-12-23,122080.74,21974.53,144055.27,Open
INV001703,O002301,2025-09-11,2025-11-10,43038.51,7746.93,50785.45,Open
INV001704,O002169,2025-01-31,2025-03-17,218894.52,39401.01,258295.53,Paid
INV001705,O001335,2026-08-08,2026-08-23,228016.55,41042.98,269059.53,Paid
INV001706,O001557,2025-07-13,2025-07-28,49981.53,8996.67,58978.2,Paid
INV001707,O001966,2026-01-29,2026-03-30,36093.91,6496.9,42590.81,Open
INV001708,O002430,2025-04-23,2025-06-07,320280.05,57650.41,377930.45,Open
INV001709,O002998,2025-11-03,2025-12-03,96770.49,17418.69,114189.18,Paid
INV001710,O002524,2026-08-20,2026-10-19,129108.02,23239.44,152347.46,Paid
INV001711,O002180,2025-08-20,2025-10-19,108832.79,19589.9,128422.69,Paid
INV001712,O000584,2025-04-25,2025-06-09,25074.4,4513.39,29587.79,Open
INV001713,O001551,2026-02-21,2026-04-07,66946.85,12050.43,78997.29,Open
INV001714,O001393,2025-06-01,2025-07-01,528554.13,95139.74,623693.87,Paid
INV001715,O001161,2025-03-07,2025-03-22,94487.78,17007.8,111495.58,Open
INV001716,O000172,2026-06-18,2026-07-18,37378.45,6728.12,44106.57,Open
INV001717,O002696,2026-08-19,2026-10-18,87912.05,15824.17,103736.22,Partially Paid
INV001718,O001579,2026-04-30,2026-05-30,240644.17,43315.95,283960.13,Partially Paid
INV001719,O001224,2025-06-01,2025-06-16,34011.63,6122.09,40133.72,Partially Paid
INV001720,O002335,2026-04-18,2026-05-18,145488.13,26187.86,171675.99,Partially Paid
INV001721,O000881,2025-05-05,2025-07-04,71246.07,12824.29,84070.36,Partially Paid
INV001722,O002132,2026-03-02,2026-03-17,6864.48,1235.61,8100.09,Open
INV001723,O002065,2025-03-29,2025-05-13,36896.87,6641.44,43538.31,Paid
INV001724,O001215,2026-07-15,2026-07-30,290946.64,52370.39,343317.03,Partially Paid
INV001725,O000662,2026-04-01,2026-05-16,21836.52,3930.57,25767.09,Partially Paid
INV001726,O002717,2026-03-18,2026-05-02,92195.86,16595.25,108791.11,Partially Paid
INV001727,O000696,2026-08-28,2026-09-27,130502.65,23490.48,153993.13,Open
INV001728,O000637,2026-02-21,2026-04-07,25763.11,4637.36,30400.46,Partially Paid
INV001729,O000510,2025-05-18,2025-06-02,61347.14,11042.48,72389.62,Open
INV001730,O001428,2026-04-19,2026-05-19,4630.58,833.5,5464.09,Open
INV001731,O000112,2025-05-04,2025-07-03,142042.61,25567.67,167610.28,Partially Paid
INV001732,O000197,2025-01-31,2025-03-17,359000.17,64620.03,423620.2,Partially Paid
INV001733,O000972,2025-02-23,2025-04-09,19210.59,3457.91,22668.49,Open
INV001734,O001063,2025-03-11,2025-04-25,142695.2,25685.14,168380.33,Paid
INV001735,O002181,2026-03-16,2026-04-30,37796.01,6803.28,44599.3,Open
