Order_ID,Order_Date,Customer_ID,Employee_ID,Region_ID,Order_Status,Order_Channel
O000872,2025-03-27,C00213,E0033,R008,Delivered,Distributor
O000873,2025-03-02,C00485,E0035,R002,Shipped,Marketplace
O000874,2025-06-04,C00422,E0021,R001,Delivered,Marketplace
O000875,2025-01-06,C00579,E0040,R005,Delivered,Direct Sales
O000876,2025-11-17,C00576,E0033,R008,Delivered,Marketplace
O000877,2025-04-18,C00473,E0032,R001,Delivered,Online
O000878,2025-06-15,C00385,E0010,R004,Processing,Online
O000879,2025-04-27,C00171,E0014,R005,Delivered,Distributor
O000880,2025-05-24,C00508,E0012,R004,Processing,Distributor
O000881,2025-05-01,C00409,E0001,R002,Delivered,Marketplace
O000882,2026-01-16,C00278,E0035,R002,Cancelled,Direct Sales
O000883,2026-01-16,C00145,E0020,R001,Processing,Marketplace
O000884,2025-12-05,C00484,E0031,R001,Delivered,Direct Sales
O000885,2025-11-22,C00537,E0032,R001,Delivered,Direct Sales
O000886,2025-01-06,C00154,E0032,R001,Delivered,Direct Sales
O000887,2025-12-05,C00205,E0007,R002,Delivered,Online
O000888,2025-03-10,C00480,E0040,R005,Delivered,Direct Sales
O000889,2025-10-09,C00354,E0001,R002,Delivered,Distributor
O000890,2026-02-17,C00599,E0021,R001,Delivered,Direct Sales
O000891,2025-04-16,C00080,E0039,R005,Delivered,Marketplace
O000892,2025-05-10,C00183,E0018,R003,Processing,Distributor
O000893,2026-04-30,C00339,E0038,R002,Delivered,Direct Sales
O000894,2025-04-04,C00003,E0016,R002,Cancelled,Direct Sales
O000895,2025-01-01,C00147,E0012,R004,Delivered,Online
O000896,2026-03-12,C00054,E0010,R004,Shipped,Marketplace
O000897,2025-09-04,C00310,E0034,R001,Processing,Distributor
O000898,2025-12-30,C00387,E0026,R006,Delivered,Marketplace
O000899,2025-06-20,C00544,E0006,R002,Delivered,Direct Sales
O000900,2026-05-17,C00448,E0037,R004,Delivered,Online
O000901,2025-07-02,C00572,E0029,R006,Delivered,Marketplace
O000902,2025-08-07,C00478,E0024,R002,Cancelled,Direct Sales
O000903,2025-01-11,C00392,E0025,R004,Delivered,Distributor
O000904,2025-01-06,C00370,E0035,R002,Cancelled,Marketplace
O000905,2025-09-17,C00337,E0007,R002,Processing,Online
O000906,2026-05-06,C00280,E0003,R001,Delivered,Online
O000907,2026-08-09,C00260,E0019,R002,Delivered,Distributor
O000908,2026-04-30,C00466,E0033,R008,Processing,Online
O000909,2025-06-06,C00040,E0025,R004,Delivered,Direct Sales
O000910,2025-02-27,C00085,E0028,R006,Shipped,Online
O000911,2025-07-18,C00322,E0007,R002,Cancelled,Online
O000912,2026-08-24,C00341,E0022,R003,Delivered,Online
O000913,2025-03-08,C00413,E0028,R006,Delivered,Direct Sales
O000914,2026-03-31,C00274,E0006,R002,Delivered,Marketplace
O000915,2025-06-27,C00204,E0034,R001,Delivered,Marketplace
O000916,2025-05-01,C00281,E0037,R004,Delivered,Distributor
O000917,2025-04-01,C00582,E0006,R002,Delivered,Online
O000918,2025-11-22,C00187,E0006,R002,Cancelled,Online
O000919,2026-01-19,C00174,E0001,R002,Shipped,Online
O000920,2025-05-16,C00253,E0021,R001,Delivered,Online
O000921,2025-10-13,C00389,E0020,R001,Delivered,Marketplace
O000922,2025-10-07,C00424,E0016,R002,Delivered,Direct Sales
O000923,2025-09-28,C00303,E0018,R003,Delivered,Distributor
O000924,2025-12-24,C00364,E0039,R005,Processing,Distributor
O000925,2025-06-09,C00175,E0003,R001,Processing,Direct Sales
O000926,2025-08-01,C00445,E0024,R002,Delivered,Marketplace
O000927,2025-09-22,C00093,E0034,R001,Delivered,Distributor
O000928,2026-06-14,C00268,E0003,R001,Delivered,Distributor
O000929,2026-01-17,C00144,E0031,R001,Cancelled,Distributor
O000930,2026-01-03,C00035,E0022,R003,Delivered,Direct Sales
O000931,2025-12-11,C00432,E0032,R001,Delivered,Direct Sales
O000932,2026-04-24,C00367,E0021,R001,Processing,Direct Sales
O000933,2026-08-31,C00023,E0030,R003,Cancelled,Distributor
O000934,2025-09-16,C00409,E0032,R001,Delivered,Marketplace
O000935,2025-02-11,C00495,E0027,R008,Delivered,Online
O000936,2026-08-15,C00432,E0029,R006,Delivered,Online
O000937,2025-11-04,C00168,E0034,R001,Cancelled,Direct Sales
O000938,2025-12-08,C00582,E0010,R004,Delivered,Online
O000939,2026-04-15,C00317,E0011,R008,Delivered,Direct Sales
O000940,2025-07-25,C00472,E0001,R002,Delivered,Marketplace
O000941,2025-08-30,C00315,E0006,R002,Delivered,Distributor
O000942,2026-07-23,C00093,E0017,R002,Delivered,Online
O000943,2025-04-13,C00489,E0012,R004,Shipped,Distributor
O000944,2026-04-20,C00218,E0032,R001,Delivered,Online
O000945,2025-05-17,C00397,E0010,R004,Delivered,Marketplace
O000946,2026-07-01,C00290,E0029,R006,Delivered,Marketplace
O000947,2025-08-16,C00501,E0039,R005,Cancelled,Direct Sales
O000948,2025-12-15,C00241,E0025,R004,Processing,Online
O000949,2025-05-22,C00408,E0005,R005,Shipped,Direct Sales
O000950,2026-03-22,C00046,E0015,R008,Delivered,Marketplace
O000951,2025-06-04,C00394,E0013,R004,Delivered,Marketplace
O000952,2025-09-25,C00397,E0032,R001,Delivered,Direct Sales
O000953,2026-04-22,C00168,E0027,R008,Delivered,Marketplace
O000954,2025-06-14,C00104,E0027,R008,Delivered,Direct Sales
O000955,2026-04-11,C00589,E0034,R001,Delivered,Distributor
O000956,2025-11-07,C00412,E0029,R006,Delivered,Marketplace
O000957,2026-05-30,C00119,E0040,R005,Delivered,Distributor
O000958,2025-04-25,C00344,E0036,R004,Delivered,Distributor
O000959,2025-06-03,C00545,E0026,R006,Delivered,Marketplace
O000960,2026-03-22,C00265,E0014,R005,Delivered,Distributor
O000961,2026-05-17,C00289,E0003,R001,Shipped,Marketplace
O000962,2025-09-16,C00052,E0040,R005,Delivered,Marketplace
O000963,2025-07-03,C00304,E0002,R002,Delivered,Marketplace
O000964,2025-11-29,C00428,E0002,R002,Delivered,Online
O000965,2026-06-29,C00115,E0024,R002,Delivered,Direct Sales
O000966,2025-05-10,C00180,E0006,R002,Delivered,Distributor
O000967,2026-04-15,C00442,E0019,R002,Cancelled,Direct Sales
O000968,2025-02-11,C00537,E0038,R002,Delivered,Marketplace
O000969,2025-04-14,C00382,E0003,R001,Delivered,Online
O000970,2026-02-15,C00346,E0021,R001,Delivered,Direct Sales
O000971,2025-04-30,C00264,E0006,R002,Delivered,Marketplace
O000972,2025-02-20,C00311,E0041,R002,Delivered,Distributor
O000973,2025-07-10,C00221,E0029,R006,Delivered,Online
O000974,2025-10-07,C00409,E0013,R004,Delivered,Distributor
O000975,2025-05-13,C00213,E0002,R002,Delivered,Marketplace
O000976,2025-04-10,C00474,E0040,R005,Delivered,Direct Sales
O000977,2025-03-07,C00019,E0022,R003,Cancelled,Marketplace
O000978,2025-12-03,C00472,E0039,R005,Processing,Distributor
O000979,2025-12-18,C00488,E0037,R004,Delivered,Marketplace
O000980,2026-04-19,C00355,E0030,R003,Shipped,Direct Sales
O000981,2025-09-19,C00546,E0012,R004,Delivered,Online
O000982,2026-07-29,C00586,E0006,R002,Delivered,Online
O000983,2025-11-08,C00213,E0035,R002,Delivered,Marketplace
O000984,2025-06-09,C00463,E0031,R001,Cancelled,Direct Sales
O000985,2026-03-02,C00361,E0038,R002,Delivered,Marketplace
O000986,2026-01-20,C00570,E0033,R008,Processing,Direct Sales
O000987,2025-04-10,C00388,E0040,R005,Delivered,Direct Sales
O000988,2025-07-02,C00217,E0009,R002,Delivered,Distributor
O000989,2025-08-11,C00564,E0028,R006,Delivered,Marketplace
O000990,2025-11-22,C00328,E0025,R004,Processing,Distributor
O000991,2026-04-21,C00231,E0027,R008,Delivered,Distributor
O000992,2025-10-23,C00161,E0013,R004,Delivered,Marketplace
O000993,2026-01-28,C00476,E0013,R004,Cancelled,Distributor
O000994,2025-01-30,C00429,E0028,R006,Cancelled,Direct Sales
O000995,2026-08-08,C00142,E0041,R002,Delivered,Online
O000996,2025-06-20,C00333,E0041,R002,Cancelled,Distributor
O000997,2026-02-03,C00094,E0025,R004,Processing,Direct Sales
O000998,2025-09-03,C00166,E0031,R001,Delivered,Distributor
O000999,2025-10-28,C00205,E0022,R003,Delivered,Online
O001000,2026-04-16,C00212,E0038,R002,Delivered,Distributor
O001001,2026-05-28,C00248,E0013,R004,Delivered,Marketplace
O001002,2025-03-13,C00164,E0017,R002,Delivered,Online
O001003,2026-01-30,C00417,E0035,R002,Delivered,Distributor
O001004,2026-07-01,C00267,E0036,R004,Delivered,Distributor
O001005,2026-02-12,C00493,E0004,R008,Delivered,Marketplace
O001006,2026-03-15,C00410,E0034,R001,Delivered,Online
O001007,2025-06-23,C00150,E0018,R003,Delivered,Distributor
O001008,2026-05-10,C00348,E0011,R008,Delivered,Marketplace
O001009,2026-04-15,C00100,E0023,R004,Shipped,Direct Sales
O001010,2026-04-01,C00267,E0023,R004,Delivered,Distributor
O001011,2025-02-06,C00265,E0038,R002,Delivered,Direct Sales
O001012,2025-08-15,C00535,E0020,R001,Delivered,Marketplace
O001013,2026-08-05,C00299,E0021,R001,Delivered,Distributor
O001014,2025-05-12,C00451,E0020,R001,Delivered,Marketplace
O001015,2025-01-29,C00394,E0018,R003,Delivered,Marketplace
O001016,2025-09-23,C00152,E0039,R005,Delivered,Distributor
O001017,2025-12-19,C00489,E0041,R002,Delivered,Marketplace
O001018,2026-05-12,C00536,E0025,R004,Delivered,Distributor
O001019,2025-01-15,C00180,E0032,R001,Delivered,Marketplace
O001020,2025-08-18,C00231,E0021,R001,Delivered,Marketplace
O001021,2026-05-26,C00123,E0014,R005,Shipped,Online
O001022,2026-01-08,C00537,E0016,R002,Delivered,Distributor
O001023,2025-10-05,C00102,E0023,R004,Processing,Online
O001024,2025-09-08,C00058,E0030,R003,Delivered,Direct Sales
O001025,2025-07-01,C00251,E0016,R002,Delivered,Marketplace
O001026,2025-07-14,C00566,E0019,R002,Delivered,Direct Sales
O001027,2025-08-01,C00536,E0021,R001,Delivered,Direct Sales
O001028,2026-04-21,C00600,E0039,R005,Delivered,Online
O001029,2026-05-05,C00327,E0005,R005,Delivered,Distributor
O001030,2025-04-13,C00086,E0032,R001,Processing,Direct Sales
O001031,2026-08-19,C00499,E0021,R001,Delivered,Online
O001032,2025-01-01,C00454,E0014,R005,Delivered,Distributor
O001033,2025-12-03,C00278,E0033,R008,Processing,Distributor
O001034,2025-09-28,C00527,E0020,R001,Processing,Direct Sales
O001035,2026-03-27,C00350,E0019,R002,Delivered,Direct Sales
O001036,2026-06-06,C00500,E0001,R002,Shipped,Distributor
O001037,2026-03-19,C00168,E0013,R004,Delivered,Online
O001038,2025-07-18,C00454,E0023,R004,Delivered,Direct Sales
O001039,2025-11-24,C00219,E0021,R001,Processing,Distributor
O001040,2026-08-08,C00106,E0021,R001,Delivered,Marketplace
O001041,2025-06-25,C00161,E0014,R005,Delivered,Direct Sales
O001042,2026-03-03,C00334,E0035,R002,Delivered,Direct Sales
O001043,2026-01-15,C00270,E0032,R001,Delivered,Marketplace
O001044,2026-04-06,C00342,E0024,R002,Delivered,Distributor
O001045,2025-01-06,C00577,E0027,R008,Delivered,Online
O001046,2026-04-13,C00419,E0024,R002,Delivered,Online
O001047,2025-10-29,C00208,E0015,R008,Delivered,Online
O001048,2025-11-30,C00330,E0029,R006,Processing,Direct Sales
O001049,2025-10-08,C00221,E0041,R002,Delivered,Online
O001050,2026-05-07,C00249,E0012,R004,Cancelled,Distributor
O001051,2025-09-13,C00048,E0026,R006,Delivered,Distributor
O001052,2025-12-17,C00061,E0007,R002,Delivered,Marketplace
O001053,2026-04-29,C00449,E0020,R001,Delivered,Online
O001054,2025-06-04,C00333,E0028,R006,Cancelled,Marketplace
O001055,2026-03-25,C00588,E0014,R005,Delivered,Marketplace
O001056,2026-07-25,C00587,E0036,R004,Processing,Marketplace
O001057,2025-11-18,C00023,E0010,R004,Delivered,Distributor
O001058,2026-04-25,C00220,E0013,R004,Delivered,Distributor
O001059,2025-09-23,C00371,E0023,R004,Delivered,Online
O001060,2026-03-14,C00144,E0009,R002,Delivered,Distributor
O001061,2026-06-09,C00050,E0035,R002,Delivered,Online
O001062,2026-06-01,C00580,E0029,R006,Delivered,Distributor
O001063,2025-03-10,C00290,E0038,R002,Delivered,Online
O001064,2026-06-10,C00572,E0009,R002,Delivered,Distributor
O001065,2025-10-11,C00196,E0005,R005,Shipped,Distributor
O001066,2025-07-06,C00156,E0023,R004,Cancelled,Marketplace
O001067,2025-01-22,C00465,E0035,R002,Delivered,Marketplace
O001068,2025-01-20,C00007,E0041,R002,Delivered,Direct Sales
O001069,2025-09-23,C00331,E0029,R006,Delivered,Marketplace
O001070,2026-08-12,C00546,E0031,R001,Delivered,Direct Sales
O001071,2025-11-12,C00194,E0011,R008,Delivered,Online
O001072,2025-05-11,C00027,E0036,R004,Processing,Marketplace
O001073,2025-08-24,C00071,E0022,R003,Delivered,Direct Sales
O001074,2025-10-05,C00311,E0012,R004,Delivered,Direct Sales
O001075,2026-03-27,C00364,E0002,R002,Delivered,Distributor
O001076,2026-01-25,C00027,E0030,R003,Delivered,Distributor
O001077,2025-07-30,C00450,E0027,R008,Delivered,Online
O001078,2025-06-16,C00096,E0013,R004,Delivered,Online
O001079,2025-11-21,C00501,E0040,R005,Delivered,Direct Sales
O001080,2026-05-05,C00216,E0006,R002,Delivered,Online
O001081,2026-01-25,C00468,E0002,R002,Delivered,Distributor
O001082,2025-11-14,C00103,E0024,R002,Delivered,Distributor
O001083,2026-02-04,C00308,E0016,R002,Shipped,Online
O001084,2025-05-25,C00282,E0022,R003,Delivered,Direct Sales
O001085,2026-06-16,C00579,E0001,R002,Delivered,Direct Sales
O001086,2025-08-03,C00482,E0003,R001,Delivered,Marketplace
O001087,2025-06-26,C00425,E0012,R004,Delivered,Direct Sales
O001088,2025-06-16,C00186,E0025,R004,Delivered,Distributor
O001089,2026-01-18,C00209,E0021,R001,Delivered,Marketplace
O001090,2025-01-30,C00030,E0002,R002,Shipped,Online
O001091,2026-07-07,C00148,E0028,R006,Delivered,Direct Sales
O001092,2025-12-24,C00162,E0007,R002,Delivered,Online
O001093,2026-05-03,C00430,E0005,R005,Shipped,Distributor
O001094,2025-01-01,C00550,E0030,R003,Delivered,Distributor
O001095,2025-11-27,C00481,E0018,R003,Processing,Marketplace
O001096,2026-08-08,C00099,E0032,R001,Delivered,Direct Sales
O001097,2025-05-27,C00225,E0034,R001,Delivered,Online
O001098,2025-04-18,C00098,E0027,R008,Delivered,Direct Sales
O001099,2025-12-03,C00257,E0013,R004,Shipped,Marketplace
O001100,2026-01-19,C00135,E0022,R003,Delivered,Online
O001101,2025-07-06,C00395,E0004,R008,Delivered,Direct Sales
O001102,2026-02-11,C00035,E0017,R002,Delivered,Online
O001103,2025-12-19,C00586,E0032,R001,Delivered,Distributor
O001104,2025-09-27,C00463,E0015,R008,Processing,Distributor
O001105,2025-12-12,C00121,E0019,R002,Delivered,Marketplace
O001106,2025-04-09,C00350,E0033,R008,Delivered,Marketplace
O001107,2025-01-27,C00065,E0025,R004,Processing,Direct Sales
O001108,2025-04-24,C00097,E0016,R002,Delivered,Marketplace
O001109,2026-04-09,C00130,E0024,R002,Delivered,Online
O001110,2026-06-08,C00517,E0013,R004,Delivered,Direct Sales
O001111,2025-12-29,C00228,E0002,R002,Processing,Direct Sales
O001112,2026-06-30,C00577,E0035,R002,Delivered,Direct Sales
O001113,2025-06-12,C00544,E0012,R004,Delivered,Direct Sales
O001114,2025-07-27,C00232,E0011,R008,Delivered,Online
O001115,2026-06-19,C00411,E0020,R001,Delivered,Distributor
O001116,2025-11-04,C00480,E0022,R003,Delivered,Online
O001117,2025-08-02,C00258,E0037,R004,Cancelled,Online
O001118,2025-05-28,C00061,E0028,R006,Shipped,Direct Sales
O001119,2026-03-06,C00249,E0027,R008,Delivered,Direct Sales
O001120,2025-08-20,C00255,E0024,R002,Delivered,Direct Sales
O001121,2025-07-30,C00412,E0009,R002,Shipped,Direct Sales
O001122,2025-05-01,C00283,E0022,R003,Processing,Marketplace
O001123,2025-08-26,C00537,E0007,R002,Shipped,Marketplace
O001124,2025-06-07,C00128,E0036,R004,Delivered,Marketplace
O001125,2025-09-19,C00279,E0003,R001,Delivered,Distributor
O001126,2026-05-14,C00437,E0039,R005,Delivered,Direct Sales
O001127,2026-01-07,C00536,E0007,R002,Delivered,Distributor
O001128,2025-04-18,C00443,E0028,R006,Delivered,Marketplace
O001129,2026-03-06,C00258,E0034,R001,Delivered,Marketplace
O001130,2026-05-13,C00086,E0001,R002,Delivered,Distributor
O001131,2025-09-30,C00227,E0039,R005,Delivered,Distributor
O001132,2026-06-16,C00575,E0040,R005,Delivered,Online
O001133,2026-08-13,C00111,E0039,R005,Delivered,Online
O001134,2026-02-08,C00245,E0025,R004,Delivered,Marketplace
O001135,2026-02-13,C00451,E0031,R001,Delivered,Online
O001136,2025-01-25,C00222,E0038,R002,Delivered,Online
O001137,2026-04-13,C00300,E0028,R006,Delivered,Marketplace
O001138,2025-10-11,C00353,E0024,R002,Shipped,Online
O001139,2025-06-14,C00333,E0031,R001,Delivered,Marketplace
O001140,2026-05-27,C00411,E0024,R002,Delivered,Marketplace
O001141,2025-11-21,C00361,E0041,R002,Delivered,Online
O001142,2026-05-25,C00093,E0027,R008,Delivered,Distributor
O001143,2025-12-26,C00208,E0018,R003,Delivered,Distributor
O001144,2025-11-27,C00371,E0012,R004,Delivered,Online
O001145,2026-06-03,C00195,E0039,R005,Processing,Marketplace
O001146,2026-02-12,C00574,E0036,R004,Cancelled,Online
O001147,2026-02-19,C00204,E0006,R002,Delivered,Direct Sales
O001148,2026-02-11,C00349,E0036,R004,Delivered,Distributor
O001149,2025-11-28,C00107,E0020,R001,Delivered,Distributor
O001150,2025-10-08,C00042,E0017,R002,Delivered,Distributor
O001151,2025-08-20,C00230,E0016,R002,Shipped,Direct Sales
O001152,2025-09-07,C00149,E0001,R002,Delivered,Distributor
O001153,2026-02-27,C00450,E0028,R006,Delivered,Distributor
O001154,2026-01-08,C00590,E0026,R006,Delivered,Distributor
O001155,2025-11-24,C00380,E0025,R004,Processing,Marketplace
O001156,2025-09-10,C00079,E0010,R004,Processing,Direct Sales
O001157,2026-07-03,C00099,E0034,R001,Delivered,Online
O001158,2026-04-22,C00234,E0024,R002,Delivered,Online
O001159,2026-05-25,C00472,E0041,R002,Cancelled,Distributor
O001160,2026-07-28,C00067,E0012,R004,Shipped,Online
O001161,2025-03-07,C00356,E0032,R001,Delivered,Online
O001162,2025-01-29,C00283,E0038,R002,Cancelled,Distributor
O001163,2025-08-09,C00442,E0010,R004,Shipped,Marketplace
O001164,2025-08-27,C00552,E0021,R001,Cancelled,Distributor
O001165,2025-01-07,C00148,E0036,R004,Cancelled,Online
O001166,2025-03-14,C00367,E0039,R005,Cancelled,Online
O001167,2025-07-19,C00543,E0028,R006,Delivered,Direct Sales
O001168,2025-05-03,C00186,E0002,R002,Delivered,Online
O001169,2026-02-22,C00097,E0027,R008,Delivered,Distributor
O001170,2025-04-09,C00142,E0023,R004,Delivered,Marketplace
O001171,2026-05-27,C00182,E0029,R006,Delivered,Direct Sales
O001172,2025-08-21,C00267,E0027,R008,Delivered,Online
O001173,2026-06-21,C00348,E0030,R003,Delivered,Online
O001174,2026-01-18,C00063,E0037,R004,Delivered,Direct Sales
O001175,2025-01-05,C00002,E0035,R002,Delivered,Distributor
O001176,2025-03-13,C00314,E0002,R002,Delivered,Direct Sales
O001177,2025-12-20,C00511,E0013,R004,Delivered,Direct Sales
O001178,2026-03-28,C00384,E0038,R002,Delivered,Direct Sales
O001179,2026-07-05,C00456,E0002,R002,Delivered,Marketplace
O001180,2025-07-04,C00299,E0007,R002,Cancelled,Direct Sales
O001181,2025-06-08,C00103,E0033,R008,Cancelled,Marketplace
O001182,2026-04-04,C00466,E0037,R004,Delivered,Online
O001183,2025-05-25,C00347,E0017,R002,Delivered,Distributor
O001184,2026-01-02,C00193,E0027,R008,Delivered,Distributor
O001185,2025-11-25,C00102,E0035,R002,Processing,Distributor
O001186,2025-11-25,C00560,E0014,R005,Delivered,Distributor
O001187,2026-02-18,C00203,E0020,R001,Delivered,Distributor
O001188,2026-05-19,C00085,E0033,R008,Delivered,Marketplace
O001189,2025-11-10,C00575,E0032,R001,Shipped,Marketplace
O001190,2025-07-12,C00057,E0035,R002,Delivered,Marketplace
O001191,2025-11-18,C00585,E0036,R004,Delivered,Online
O001192,2025-07-12,C00049,E0021,R001,Delivered,Online
O001193,2026-06-05,C00445,E0034,R001,Delivered,Online
O001194,2025-07-10,C00220,E0007,R002,Delivered,Marketplace
O001195,2025-07-31,C00075,E0015,R008,Cancelled,Online
O001196,2025-04-30,C00047,E0026,R006,Delivered,Online
O001197,2026-02-04,C00247,E0023,R004,Delivered,Marketplace
O001198,2025-05-26,C00412,E0003,R001,Cancelled,Direct Sales
O001199,2025-07-29,C00265,E0029,R006,Delivered,Distributor
O001200,2026-01-22,C00011,E0028,R006,Delivered,Direct Sales
O001201,2026-02-09,C00500,E0018,R003,Delivered,Distributor
O001202,2025-04-28,C00132,E0016,R002,Delivered,Direct Sales
O001203,2026-07-04,C00501,E0005,R005,Delivered,Direct Sales
O001204,2026-07-04,C00263,E0027,R008,Delivered,Marketplace
O001205,2025-05-03,C00584,E0018,R003,Delivered,Direct Sales
O001206,2025-07-25,C00089,E0037,R004,Delivered,Online
O001207,2025-04-25,C00481,E0032,R001,Delivered,Online
O001208,2025-03-11,C00398,E0013,R004,Delivered,Distributor
O001209,2026-03-29,C00380,E0030,R003,Cancelled,Online
O001210,2025-11-22,C00516,E0014,R005,Delivered,Online
O001211,2025-06-29,C00157,E0023,R004,Delivered,Distributor
O001212,2026-01-25,C00206,E0004,R008,Delivered,Marketplace
O001213,2025-07-08,C00518,E0005,R005,Delivered,Marketplace
O001214,2025-03-13,C00450,E0002,R002,Delivered,Marketplace
O001215,2026-07-15,C00571,E0012,R004,Delivered,Online
O001216,2026-06-15,C00115,E0005,R005,Processing,Online
O001217,2025-02-09,C00174,E0022,R003,Delivered,Online
O001218,2025-01-04,C00240,E0001,R002,Cancelled,Online
O001219,2025-08-18,C00397,E0038,R002,Delivered,Online
O001220,2025-10-17,C00021,E0032,R001,Cancelled,Distributor
O001221,2025-09-14,C00461,E0017,R002,Delivered,Distributor
O001222,2026-07-04,C00491,E0011,R008,Delivered,Direct Sales
O001223,2026-02-02,C00148,E0020,R001,Delivered,Direct Sales
O001224,2025-11-04,C00377,E0002,R002,Delivered,Online
O001225,2026-02-16,C00471,E0028,R006,Delivered,Marketplace
O001226,2026-03-04,C00214,E0027,R008,Shipped,Distributor
O001227,2026-01-08,C00455,E0026,R006,Delivered,Marketplace
O001228,2025-09-09,C00409,E0010,R004,Delivered,Direct Sales
O001229,2026-04-20,C00583,E0014,R005,Processing,Distributor
O001230,2026-02-07,C00384,E0021,R001,Delivered,Distributor
O001231,2025-11-04,C00112,E0036,R004,Cancelled,Distributor
O001232,2025-12-12,C00053,E0014,R005,Processing,Direct Sales
O001233,2025-07-04,C00394,E0035,R002,Shipped,Online
O001234,2025-10-07,C00212,E0026,R006,Cancelled,Direct Sales
O001235,2025-06-04,C00412,E0038,R002,Delivered,Marketplace
O001236,2026-05-14,C00480,E0017,R002,Delivered,Online
O001237,2025-01-22,C00100,E0005,R005,Delivered,Online
O001238,2026-01-01,C00340,E0006,R002,Delivered,Direct Sales
O001239,2026-01-07,C00219,E0021,R001,Cancelled,Marketplace
O001240,2025-12-13,C00598,E0030,R003,Delivered,Marketplace
O001241,2025-06-05,C00311,E0007,R002,Delivered,Distributor
O001242,2025-06-12,C00122,E0036,R004,Processing,Distributor
O001243,2025-05-31,C00288,E0017,R002,Shipped,Online
O001244,2026-04-30,C00041,E0010,R004,Delivered,Distributor
O001245,2026-03-28,C00175,E0002,R002,Cancelled,Direct Sales
O001246,2026-08-04,C00459,E0002,R002,Delivered,Marketplace
O001247,2025-07-01,C00088,E0025,R004,Delivered,Marketplace
O001248,2025-07-21,C00404,E0011,R008,Delivered,Marketplace
O001249,2025-01-17,C00086,E0024,R002,Cancelled,Distributor
O001250,2025-07-16,C00174,E0025,R004,Processing,Marketplace
O001251,2025-11-23,C00533,E0002,R002,Delivered,Online
O001252,2026-04-05,C00245,E0021,R001,Delivered,Marketplace
O001253,2025-03-24,C00042,E0019,R002,Delivered,Online
O001254,2026-08-11,C00134,E0041,R002,Delivered,Marketplace
O001255,2026-01-25,C00390,E0014,R005,Delivered,Online
O001256,2026-01-11,C00277,E0026,R006,Processing,Distributor
O001257,2025-12-21,C00417,E0023,R004,Delivered,Direct Sales
O001258,2025-03-27,C00501,E0020,R001,Shipped,Online
O001259,2025-01-24,C00327,E0034,R001,Delivered,Online
O001260,2026-01-18,C00249,E0005,R005,Delivered,Direct Sales
O001261,2025-03-19,C00586,E0017,R002,Delivered,Online
O001262,2025-06-09,C00350,E0041,R002,Cancelled,Distributor
O001263,2025-02-27,C00339,E0007,R002,Delivered,Direct Sales
O001264,2025-04-04,C00084,E0013,R004,Delivered,Distributor
O001265,2025-03-23,C00239,E0015,R008,Delivered,Marketplace
O001266,2025-07-22,C00543,E0014,R005,Shipped,Direct Sales
O001267,2026-03-30,C00481,E0020,R001,Delivered,Online
O001268,2025-09-27,C00082,E0013,R004,Delivered,Direct Sales
O001269,2025-07-11,C00127,E0005,R005,Delivered,Direct Sales
O001270,2026-02-27,C00167,E0027,R008,Processing,Marketplace
O001271,2025-12-20,C00224,E0029,R006,Delivered,Online
O001272,2025-03-08,C00258,E0020,R001,Delivered,Online
O001273,2026-03-17,C00506,E0024,R002,Delivered,Distributor
O001275,2026-04-07,C00583,E0018,R003,Delivered,Distributor
O001276,2026-05-16,C00380,E0033,R008,Delivered,Direct Sales
O001277,2025-02-13,C00234,E0039,R005,Delivered,Distributor
O001278,2026-02-17,C00477,E0031,R001,Shipped,Distributor
O001279,2026-01-30,C00464,E0011,R008,Delivered,Online
O001280,2025-06-02,C00143,E0022,R003,Delivered,Marketplace
O001281,2025-06-04,C00015,E0029,R006,Cancelled,Direct Sales
O001282,2026-02-05,C00223,E0007,R002,Shipped,Direct Sales
O001283,2025-01-23,C00278,E0023,R004,Shipped,Distributor
O001284,2025-08-22,C00163,E0021,R001,Delivered,Distributor
O001285,2025-06-13,C00512,E0029,R006,Shipped,Online
O001286,2025-11-28,C00362,E0007,R002,Shipped,Marketplace
O001287,2025-08-10,C00145,E0017,R002,Delivered,Distributor
O001288,2025-12-13,C00014,E0021,R001,Delivered,Distributor
O001289,2026-06-27,C00125,E0040,R005,Delivered,Marketplace
O001290,2026-08-02,C00383,E0010,R004,Shipped,Online
O001291,2026-03-04,C00019,E0030,R003,Delivered,Direct Sales
O001292,2026-05-03,C00335,E0016,R002,Delivered,Marketplace
O001293,2025-05-11,C00592,E0023,R004,Delivered,Direct Sales
O001294,2026-07-31,C00243,E0017,R002,Shipped,Online
O001295,2026-01-29,C00321,E0034,R001,Delivered,Marketplace
O001296,2026-04-19,C00084,E0035,R002,Cancelled,Marketplace
O001297,2025-07-17,C00069,E0030,R003,Delivered,Direct Sales
O001298,2025-09-10,C00373,E0004,R008,Delivered,Online
O001299,2026-07-30,C00336,E0024,R002,Delivered,Marketplace
O001300,2026-07-04,C00328,E0033,R008,Delivered,Direct Sales
O001301,2025-07-19,C00124,E0020,R001,Processing,Marketplace
O001302,2025-01-12,C00255,E0026,R006,Delivered,Marketplace
O001303,2025-01-26,C00210,E0011,R008,Delivered,Distributor
O001304,2025-06-01,C00081,E0025,R004,Shipped,Distributor
