Purchase_ID,Purchase_Date,Product_ID,Supplier_ID,Quantity,Unit_Cost,Purchase_Value,Promised_Delivery_Date,Actual_Delivery_Date,Rejected_Qty,Warehouse_ID
PO000526,2025-01-30,P0040,S006,182,16950.63,3085014.96,2025-02-07,2025-02-07,9,WH-MUM
PO000527,2026-06-30,P0032,S030,25,15718.57,392964.28,2026-07-23,2026-08-02,1,WH-BLR
PO000528,2025-09-03,P0075,S047,126,24994.03,3149248.26,2025-09-15,2025-09-24,8,WH-KOL
PO000529,2025-07-11,P0134,S006,107,9531.16,1019833.65,2025-07-26,2025-08-04,0,WH-BLR
PO000530,2025-11-19,P0117,S003,24,17493.04,419833.04,2025-12-16,2025-12-23,0,WH-CHE
PO000531,2025-03-17,P0042,S013,126,13879.22,1748782.19,2025-04-02,2025-04-06,4,WH-HYD
PO000532,2025-03-13,P0129,S048,140,10125.58,1417580.71,2025-03-22,2025-03-20,7,WH-BLR
PO000534,2025-05-09,P0070,S049,118,11625.27,1371781.89,2025-05-19,2025-05-31,1,WH-BLR
PO000535,2026-08-24,P0141,S024,34,18222.36,619560.27,2026-09-06,2026-09-09,2,WH-KOL
PO000536,2026-01-08,P0112,S027,127,20993.78,2666209.89,2026-01-15,2026-01-21,5,WH-DEL
PO000537,2026-06-01,P0029,S030,75,25153.44,1886508.1,2026-06-27,2026-06-29,5,WH-MUM
PO000538,2025-08-31,P0048,S036,140,5601.69,784236.81,2025-09-15,2025-09-26,8,WH-BLR
PO000539,2026-02-21,P0075,S047,27,27699.15,747876.98,2026-03-10,2026-03-18,1,WH-KOL
PO000540,2025-10-13,P0105,S022,28,2354.18,65917.04,2025-10-24,2025-11-05,0,WH-HYD
PO000541,2026-08-16,P0148,S005,32,12830.07,410562.37,2026-09-09,2026-09-21,0,WH-CHE
PO000542,2025-05-31,P0038,S036,142,18832.11,2674160.17,2025-06-26,2025-07-04,1,WH-MUM
PO000543,2025-01-05,P0131,S031,28,32481.76,909489.41,2025-01-17,2025-01-22,0,WH-BLR
PO000544,2026-03-21,P0145,S032,135,2562.93,345995.39,2026-04-10,2026-04-19,9,WH-MUM
PO000545,2025-12-20,P0124,S030,27,6566.35,177291.38,2026-01-03,2026-01-04,0,WH-MUM
PO000546,2025-01-26,P0118,S049,72,16687.02,1201465.13,2025-02-25,2025-03-06,5,WH-MUM
PO000547,2025-03-29,P0078,S019,86,14906.07,1281922.22,2025-04-18,2025-04-19,4,WH-MUM
PO000548,2025-01-01,P0082,S041,97,17978.18,1743883.15,2025-01-04,2025-01-10,7,WH-CHE
PO000549,2026-01-20,P0055,S038,19,18658.46,354510.78,2026-02-01,2026-02-05,1,WH-MUM
PO000550,2025-12-25,P0029,S030,29,22032.59,638945.05,2026-01-17,2026-01-23,1,WH-DEL
PO000551,2025-07-08,P0143,S049,134,20745.18,2779854.35,2025-07-16,2025-07-25,8,WH-HYD
PO000552,2025-03-07,P0130,S038,70,19983.17,1398821.81,2025-03-19,2025-03-31,1,WH-HYD
PO000553,2026-01-14,P0089,S043,124,23395.07,2900988.62,2026-01-30,2026-02-09,9,WH-KOL
PO000554,2026-08-07,P0064,S001,87,8967.16,780142.84,2026-08-12,2026-08-19,6,WH-MUM
PO000555,2026-06-04,P0085,S013,80,16353.84,1308307.35,2026-06-12,2026-06-17,2,WH-DEL
PO000556,2026-04-08,P0078,S019,164,14748.36,2418731,2026-04-16,2026-04-21,8,WH-BLR
PO000557,2026-08-29,P0022,S040,48,5366.94,257612.99,2026-09-13,2026-09-18,1,WH-HYD
PO000558,2026-01-28,P0124,S030,62,6040.37,374502.7,2026-02-03,2026-02-15,4,WH-BLR
PO000559,2025-11-23,P0052,S036,40,6971.67,278866.76,2025-11-26,2025-12-02,1,WH-BLR
PO000560,2025-11-17,P0107,S018,23,6269.95,144208.95,2025-11-23,2025-11-28,0,WH-KOL
PO000561,2026-02-09,P0113,S032,27,1357.36,36648.8,2026-02-17,2026-02-19,0,WH-BLR
PO000562,2026-08-18,P0110,S006,80,332.08,26566.37,2026-09-15,2026-09-24,4,WH-HYD
PO000563,2025-12-18,P0081,S012,86,25042.29,2153637.2,2026-01-10,2026-01-20,4,WH-CHE
PO000564,2025-10-06,P0072,S044,173,35398.47,6123935.51,2025-10-20,2025-10-30,2,WH-DEL
PO000565,2026-04-04,P0142,S009,171,20515.44,3508140.65,2026-04-29,2026-05-08,1,WH-BLR
PO000566,2025-10-17,P0023,S018,142,17759.79,2521889.62,2025-11-08,2025-11-08,2,WH-MUM
PO000567,2026-01-11,P0047,S025,183,11507.82,2105931.57,2026-02-04,2026-02-11,5,WH-MUM
PO000568,2025-01-09,P0083,S021,107,31372.34,3356840.77,2025-01-15,2025-01-26,7,WH-MUM
PO000569,2025-12-11,P0089,S043,144,24826.9,3575074.04,2025-12-26,2025-12-29,1,WH-HYD
PO000570,2025-09-01,P0008,S035,92,21559.52,1983475.92,2025-09-21,2025-09-20,5,WH-DEL
PO000571,2025-02-22,P0015,S033,116,17555.42,2036428.47,2025-02-25,2025-02-28,3,WH-KOL
PO000572,2026-05-07,P0124,S030,178,6808.13,1211847.86,2026-05-30,2026-05-29,2,WH-MUM
PO000573,2025-02-11,P0005,S044,147,12272.75,1804094.57,2025-03-09,2025-03-18,10,WH-DEL
PO000574,2025-01-25,P0009,S037,197,2060.6,405938.49,2025-02-04,2025-02-13,9,WH-CHE
PO000575,2026-06-27,P0127,S040,45,5987.12,269420.56,2026-07-27,2026-07-28,1,WH-KOL
PO000576,2025-01-14,P0030,S024,164,31645.94,5189934.41,2025-02-09,2025-02-21,6,WH-DEL
PO000577,2025-06-22,P0116,S013,26,23737.39,617172.02,2025-07-20,2025-07-24,0,WH-BLR
PO000578,2026-03-19,P0029,S030,94,22077.26,2075262.62,2026-04-08,2026-04-06,0,WH-MUM
PO000579,2025-04-15,P0048,S036,93,5821.87,541433.56,2025-05-03,2025-05-15,4,WH-BLR
PO000580,2025-12-05,P0054,S037,140,9501.84,1330258.19,2025-12-10,2025-12-15,10,WH-CHE
PO000581,2025-02-23,P0003,S041,179,1809.09,323827.4,2025-03-08,2025-03-16,5,WH-KOL
PO000582,2026-07-11,P0028,S045,125,22064.31,2758039.01,2026-08-01,2026-07-30,9,WH-BLR
PO000583,2025-07-11,P0084,S022,160,28130.95,4500951.75,2025-07-22,2025-07-22,2,WH-HYD
PO000584,2025-09-29,P0089,S043,61,23401.97,1427519.92,2025-10-10,2025-10-17,0,WH-CHE
PO000585,2025-03-27,P0045,S001,54,33094.51,1787103.32,2025-04-05,2025-04-15,0,WH-HYD
PO000586,2025-07-27,P0132,S045,73,14599.82,1065787.13,2025-08-05,2025-08-09,3,WH-CHE
PO000587,2025-05-24,P0035,S011,135,9257.06,1249703.07,2025-06-19,2025-06-26,0,WH-HYD
PO000588,2025-09-27,P0124,S030,86,6389.19,549470.16,2025-10-20,2025-10-31,1,WH-DEL
PO000589,2025-04-15,P0132,S045,40,15046.37,601854.84,2025-05-14,2025-05-23,1,WH-KOL
PO000590,2025-01-14,P0143,S049,196,24667.34,4834799.18,2025-02-01,2025-02-05,12,WH-MUM
PO000591,2025-11-09,P0136,S026,96,25563.48,2454094.38,2025-11-18,2025-11-20,4,WH-CHE
PO000592,2025-12-26,P0063,S005,183,18233.63,3336754.12,2026-01-14,2026-01-16,3,WH-BLR
PO000593,2025-03-17,P0018,S020,139,32318.68,4492296.71,2025-04-10,2025-04-08,2,WH-KOL
PO000595,2025-01-23,P0108,S016,90,11893.11,1070380.07,2025-02-02,2025-02-11,6,WH-BLR
PO000596,2026-02-09,P0029,S030,70,25815.92,1807114.61,2026-03-07,2026-03-15,4,WH-DEL
PO000598,2025-09-04,P0090,S001,13,11088.65,144152.39,2025-09-28,2025-10-06,0,WH-MUM
PO000599,2025-06-22,P0001,S040,122,18946.78,2311507.04,2025-06-30,2025-07-12,1,WH-DEL
PO000600,2026-04-07,P0034,S035,44,23685.09,1042143.81,2026-04-24,2026-04-22,0,WH-DEL
PO000601,2025-01-15,P0078,S019,14,16132.77,225858.83,2025-02-02,2025-02-05,0,WH-BLR
PO000602,2025-07-10,P0001,S040,155,16644.86,2579953.67,2025-08-02,2025-08-13,8,WH-BLR
PO000603,2026-08-13,P0148,S005,115,13436.79,1545230.84,2026-08-30,2026-09-10,7,WH-DEL
PO000604,2026-01-24,P0092,S031,80,36656.09,2932487.26,2026-02-07,2026-02-14,6,WH-DEL
PO000605,2026-03-29,P0024,S022,26,5767.4,149952.42,2026-04-02,2026-04-03,0,WH-DEL
PO000606,2026-07-29,P0038,S036,84,20060,1685040.28,2026-08-24,2026-08-24,0,WH-DEL
PO000607,2025-07-28,P0075,S047,65,25140.32,1634120.62,2025-08-24,2025-08-25,4,WH-CHE
PO000608,2025-03-04,P0010,S022,175,704.16,123228.71,2025-03-30,2025-04-11,2,WH-HYD
PO000609,2025-01-02,P0097,S038,58,6213.13,360361.69,2025-01-09,2025-01-16,0,WH-BLR
PO000610,2025-12-13,P0149,S014,138,24626.79,3398497.29,2025-12-21,2025-12-19,1,WH-MUM
PO000611,2025-06-06,P0092,S031,22,30206.71,664547.69,2025-07-01,2025-07-01,0,WH-MUM
PO000612,2025-03-27,P0055,S038,140,18966.92,2655369.46,2025-03-30,2025-04-03,7,WH-CHE
PO000613,2025-09-30,P0030,S024,71,30634.31,2175036.07,2025-10-12,2025-10-14,1,WH-CHE
PO000614,2025-12-25,P0002,S008,68,4728.94,321567.7,2026-01-16,2026-01-20,0,WH-MUM
PO000615,2025-08-30,P0106,S009,13,31004.86,403063.14,2025-09-20,2025-09-25,0,WH-CHE
PO000616,2025-11-30,P0048,S036,45,6173.1,277789.39,2025-12-10,2025-12-17,1,WH-MUM
PO000617,2025-09-22,P0125,S037,150,12080.08,1812012.31,2025-10-02,2025-10-09,1,WH-CHE
PO000618,2025-08-25,P0003,S041,137,1672.18,229088.52,2025-09-09,2025-09-16,10,WH-BLR
PO000619,2025-09-12,P0080,S006,27,4734.62,127834.61,2025-09-15,2025-09-14,0,WH-DEL
PO000620,2026-04-28,P0144,S033,188,11562.43,2173737.08,2026-05-06,2026-05-13,5,WH-KOL
PO000621,2026-04-19,P0052,S036,36,6475.54,233119.56,2026-05-10,2026-05-12,2,WH-CHE
PO000622,2025-10-16,P0138,S049,13,20022.61,260293.95,2025-11-10,2025-11-18,0,WH-DEL
PO000623,2026-02-26,P0094,S030,182,28353.99,5160425.56,2026-03-01,2026-03-01,9,WH-HYD
PO000625,2025-10-01,P0104,S008,151,2575.77,388941.89,2025-10-26,2025-10-29,8,WH-HYD
PO000626,2026-08-05,P0091,S005,113,13605.59,1537432.03,2026-08-23,2026-09-03,0,WH-CHE
PO000627,2026-06-15,P0031,S021,128,10515.88,1346032.39,2026-07-07,2026-07-10,7,WH-KOL
PO000628,2026-07-18,P0141,S024,150,16575.33,2486300.08,2026-07-26,2026-08-05,2,WH-HYD
PO000629,2025-01-09,P0068,S014,44,16424.06,722658.85,2025-01-14,2025-01-18,2,WH-KOL
PO000630,2026-03-12,P0012,S008,151,19446.32,2936393.57,2026-03-25,2026-04-02,4,WH-KOL
PO000631,2025-05-30,P0099,S047,46,11469.77,527609.48,2025-06-11,2025-06-15,2,WH-MUM
PO000632,2026-01-08,P0086,S050,115,16017.2,1841978.12,2026-02-01,2026-02-06,6,WH-CHE
PO000633,2025-12-13,P0059,S031,178,16074.63,2861283.86,2025-12-18,2025-12-23,1,WH-HYD
PO000634,2025-10-31,P0141,S024,126,18055.27,2274963.58,2025-11-24,2025-11-24,4,WH-HYD
PO000635,2025-09-29,P0149,S014,81,24022.07,1945787.85,2025-10-16,2025-10-17,2,WH-MUM
PO000636,2026-03-06,P0015,S033,190,17948.22,3410161.65,2026-03-18,2026-03-23,11,WH-BLR
PO000637,2026-05-17,P0109,S025,88,24969.64,2197328.43,2026-06-12,2026-06-11,4,WH-MUM
PO000638,2025-06-07,P0008,S035,172,22251.82,3827312.84,2025-06-30,2025-06-28,0,WH-MUM
PO000639,2025-04-21,P0017,S047,16,23590.31,377444.93,2025-05-03,2025-05-09,0,WH-CHE
PO000640,2025-05-29,P0050,S032,101,700.02,70701.99,2025-06-17,2025-06-21,4,WH-KOL
PO000641,2025-01-17,P0131,S031,25,36716.43,917910.67,2025-02-06,2025-02-18,1,WH-BLR
PO000642,2026-06-22,P0073,S023,86,3582.99,308136.77,2026-07-14,2026-07-16,2,WH-HYD
PO000643,2025-03-17,P0068,S014,189,14158.12,2675884.03,2025-03-28,2025-04-06,2,WH-CHE
PO000644,2025-03-02,P0106,S009,118,36497.61,4306718.02,2025-03-07,2025-03-08,7,WH-CHE
PO000645,2026-05-01,P0031,S021,192,10883.6,2089650.49,2026-05-28,2026-06-04,4,WH-CHE
PO000646,2026-07-26,P0020,S014,115,26436.15,3040157.29,2026-08-14,2026-08-25,1,WH-KOL
PO000647,2026-02-21,P0149,S014,133,23727.7,3155784.68,2026-03-19,2026-03-24,4,WH-HYD
PO000648,2025-10-25,P0150,S009,185,37183.57,6878961.16,2025-11-09,2025-11-10,6,WH-MUM
PO000649,2025-12-24,P0136,S026,95,27845.94,2645364.37,2026-01-10,2026-01-22,0,WH-BLR
PO000650,2026-05-08,P0134,S006,187,9694.11,1812798.53,2026-06-02,2026-06-08,13,WH-DEL
PO000651,2025-01-19,P0114,S016,120,11564.31,1387716.86,2025-02-06,2025-02-14,5,WH-MUM
PO000652,2026-04-01,P0067,S032,49,34522.93,1691623.58,2026-04-28,2026-05-08,1,WH-CHE
PO000653,2026-01-30,P0043,S028,142,25714.2,3651416.22,2026-02-15,2026-02-14,3,WH-KOL
PO000654,2026-02-13,P0057,S016,88,16728.78,1472132.65,2026-03-10,2026-03-14,0,WH-KOL
PO000655,2026-07-06,P0046,S016,49,33444.02,1638756.8,2026-07-31,2026-07-29,1,WH-KOL
PO000656,2026-02-23,P0083,S021,56,33623.83,1882934.39,2026-03-06,2026-03-05,2,WH-CHE
PO000657,2025-12-18,P0072,S044,163,35790.95,5833924.34,2025-12-24,2026-01-02,1,WH-KOL
PO000658,2025-10-20,P0019,S034,179,17229.61,3084099.46,2025-10-31,2025-10-31,1,WH-HYD
PO000659,2025-06-01,P0134,S006,97,11345.56,1100519.14,2025-06-12,2025-06-22,2,WH-KOL
PO000660,2025-09-15,P0031,S021,66,11261.25,743242.28,2025-10-05,2025-10-17,0,WH-BLR
PO000661,2026-06-24,P0015,S033,196,17486.53,3427360.41,2026-07-18,2026-07-25,14,WH-DEL
PO000662,2025-02-06,P0033,S026,99,18455.26,1827070.47,2025-02-15,2025-02-17,5,WH-BLR
PO000663,2026-08-30,P0093,S004,87,12519.11,1089162.25,2026-09-21,2026-10-01,5,WH-CHE
PO000664,2025-07-12,P0140,S024,82,18572.29,1522928.12,2025-07-19,2025-07-25,1,WH-CHE
PO000665,2025-03-04,P0114,S016,117,11056.98,1293666.94,2025-03-22,2025-03-30,6,WH-BLR
PO000666,2026-05-06,P0071,S010,111,23844.25,2646712.24,2026-05-16,2026-05-20,8,WH-BLR
PO000667,2025-02-17,P0127,S040,70,5989.92,419294.41,2025-02-24,2025-02-26,0,WH-CHE
PO000668,2025-03-13,P0073,S023,127,3900.63,495379.68,2025-03-30,2025-04-06,9,WH-CHE
PO000669,2025-04-18,P0021,S029,127,8920.2,1132865.65,2025-05-02,2025-05-02,2,WH-DEL
PO000670,2025-01-14,P0101,S003,169,18402.31,3109990.09,2025-01-22,2025-02-01,6,WH-BLR
PO000671,2025-06-24,P0124,S030,19,6481.85,123155.24,2025-07-14,2025-07-16,1,WH-CHE
PO000672,2025-02-05,P0114,S016,174,13452.41,2340720.09,2025-02-16,2025-02-17,13,WH-HYD
PO000673,2025-04-30,P0044,S026,33,430.06,14192.1,2025-05-22,2025-06-02,1,WH-MUM
PO000674,2026-04-29,P0032,S030,143,18022.47,2577212.78,2026-05-25,2026-05-25,3,WH-KOL
PO000676,2026-01-31,P0070,S049,172,11122.68,1913100.34,2026-02-23,2026-02-21,3,WH-HYD
PO000677,2026-08-12,P0097,S038,109,6177.5,673347.83,2026-09-07,2026-09-11,8,WH-CHE
PO000678,2025-12-25,P0133,S045,68,2972.83,202152.38,2026-01-23,2026-02-02,3,WH-KOL
PO000679,2025-11-13,P0125,S037,164,11095.54,1819669.2,2025-12-06,2025-12-16,0,WH-MUM
PO000680,2025-03-17,P0020,S014,187,25097.85,4693297.79,2025-04-11,2025-04-15,3,WH-HYD
PO000681,2025-05-01,P0049,S009,69,9709.41,669949.43,2025-05-07,2025-05-06,3,WH-KOL
PO000682,2025-02-23,P0126,S011,121,31572.2,3820236.78,2025-03-07,2025-03-10,2,WH-DEL
PO000683,2026-08-08,P0053,S037,200,6892.42,1378484.79,2026-09-06,2026-09-04,4,WH-DEL
PO000684,2025-04-02,P0122,S013,14,3372.63,47216.85,2025-04-28,2025-04-29,0,WH-MUM
PO000685,2026-02-19,P0030,S024,28,33593.17,940608.82,2026-03-04,2026-03-13,0,WH-DEL
PO000686,2026-02-13,P0119,S011,122,1777.17,216815.06,2026-03-01,2026-03-03,2,WH-BLR
PO000687,2025-01-31,P0054,S037,189,10138.39,1916155.93,2025-02-18,2025-02-23,6,WH-KOL
PO000688,2025-10-25,P0023,S018,13,18744.53,243678.94,2025-11-20,2025-11-20,0,WH-BLR
PO000689,2025-10-19,P0089,S043,49,22965.72,1125320.33,2025-10-28,2025-10-31,3,WH-HYD
PO000690,2026-07-25,P0010,S022,138,842.06,116204.7,2026-08-07,2026-08-06,4,WH-HYD
PO000691,2025-10-25,P0077,S027,29,396.35,11494.16,2025-11-21,2025-11-27,2,WH-CHE
PO000692,2026-07-08,P0081,S012,176,25152.7,4426875.68,2026-07-18,2026-07-28,9,WH-HYD
PO000693,2026-02-06,P0038,S036,68,20798.76,1414315.94,2026-02-16,2026-02-22,4,WH-MUM
PO000694,2026-05-23,P0026,S039,132,15533.31,2050397.56,2026-06-11,2026-06-18,0,WH-CHE
PO000695,2025-03-30,P0137,S041,23,22260.88,512000.18,2025-04-08,2025-04-07,0,WH-DEL
PO000696,2025-01-29,P0091,S005,128,15232.38,1949744.54,2025-02-04,2025-02-06,0,WH-HYD
PO000697,2026-03-16,P0132,S045,139,13913.49,1933974.89,2026-04-15,2026-04-23,4,WH-BLR
PO000698,2025-09-05,P0124,S030,67,6472.57,433662.26,2025-10-03,2025-10-02,0,WH-CHE
PO000699,2025-02-17,P0014,S024,169,17028.34,2877789.82,2025-02-28,2025-03-07,9,WH-DEL
PO000700,2025-04-30,P0036,S028,185,7265.25,1344070.59,2025-05-14,2025-05-26,0,WH-DEL
PO000701,2026-04-19,P0072,S044,169,30593.18,5170247.12,2026-05-08,2026-05-19,8,WH-KOL
PO000702,2025-09-21,P0099,S047,110,12341.99,1357618.85,2025-10-14,2025-10-18,5,WH-BLR
PO000703,2025-02-06,P0110,S006,66,374.64,24726.24,2025-02-25,2025-03-06,0,WH-CHE
PO000704,2026-07-20,P0054,S037,171,10040.05,1716848.36,2026-07-28,2026-07-29,5,WH-MUM
PO000705,2025-11-30,P0082,S041,183,16559.94,3030469.57,2025-12-07,2025-12-12,10,WH-HYD
PO000706,2025-11-21,P0034,S035,17,23755.52,403843.87,2025-12-11,2025-12-22,1,WH-DEL
PO000707,2025-06-05,P0114,S016,21,12130.9,254748.82,2025-06-20,2025-06-23,1,WH-MUM
PO000708,2026-02-20,P0128,S032,134,3472.95,465375.54,2026-03-19,2026-03-31,4,WH-DEL
PO000709,2025-05-06,P0121,S021,58,7671.62,444953.8,2025-05-25,2025-06-02,1,WH-DEL
PO000710,2026-05-24,P0054,S037,43,8563.48,368229.43,2026-05-28,2026-06-01,2,WH-CHE
PO000711,2025-12-09,P0034,S035,119,23041.3,2741914.7,2025-12-29,2026-01-02,3,WH-HYD
PO000712,2026-08-24,P0129,S048,72,9740.72,701332.07,2026-09-23,2026-10-04,3,WH-MUM
PO000713,2026-08-04,P0017,S047,189,25782.99,4872984.61,2026-08-22,2026-09-03,5,WH-BLR
PO000714,2026-06-21,P0056,S049,29,27641.82,801612.78,2026-07-03,2026-07-11,0,WH-CHE
PO000715,2026-07-08,P0143,S049,10,20924.78,209247.78,2026-08-07,2026-08-08,0,WH-BLR
PO000716,2026-01-05,P0003,S041,187,1736.18,324665.42,2026-01-19,2026-01-27,2,WH-KOL
PO000717,2025-11-25,P0139,S006,177,30509.2,5400128.7,2025-12-07,2025-12-17,2,WH-HYD
PO000718,2025-03-12,P0102,S003,80,18235.07,1458805.61,2025-03-17,2025-03-26,2,WH-DEL
PO000719,2025-08-12,P0078,S019,125,15451.84,1931479.81,2025-08-18,2025-08-28,5,WH-CHE
PO000720,2026-01-03,P0048,S036,132,6473.53,854505.33,2026-01-22,2026-01-21,10,WH-MUM
PO000721,2025-08-25,P0091,S005,175,15338.75,2684280.46,2025-09-01,2025-09-03,9,WH-MUM
PO000722,2026-03-14,P0049,S009,23,9746.67,224173.44,2026-04-08,2026-04-08,0,WH-DEL
PO000723,2025-09-22,P0006,S012,199,21492.95,4277097.68,2025-10-16,2025-10-25,0,WH-DEL
PO000724,2026-08-11,P0062,S043,90,21500.61,1935055.34,2026-08-31,2026-09-07,3,WH-KOL
PO000725,2025-10-25,P0131,S031,70,36276.23,2539336.11,2025-11-05,2025-11-16,5,WH-HYD
PO000726,2025-11-15,P0128,S032,69,3037.86,209612.13,2025-11-23,2025-11-26,3,WH-KOL
PO000727,2025-06-11,P0020,S014,49,27175.02,1331575.76,2025-07-08,2025-07-15,1,WH-DEL
PO000728,2026-05-29,P0057,S016,51,16953.7,864638.89,2026-06-02,2026-06-06,0,WH-MUM
PO000729,2025-12-21,P0142,S009,44,18138.33,798086.55,2025-12-25,2025-12-23,2,WH-CHE
PO000730,2025-02-03,P0087,S017,29,3613.65,104795.92,2025-03-01,2025-03-12,1,WH-MUM
PO000731,2025-11-08,P0006,S012,83,21474.03,1782344.89,2025-11-13,2025-11-23,1,WH-CHE
PO000733,2026-06-01,P0084,S022,143,27845.12,3981851.78,2026-06-30,2026-07-03,10,WH-CHE
PO000734,2026-05-16,P0057,S016,78,17217.39,1342956.38,2026-05-31,2026-05-29,3,WH-HYD
PO000735,2025-05-19,P0012,S008,179,20960.07,3751853.34,2025-06-15,2025-06-26,5,WH-DEL
PO000736,2025-09-30,P0029,S030,183,26668.63,4880360.01,2025-10-29,2025-10-30,12,WH-HYD
PO000737,2026-08-09,P0056,S049,102,28404.5,2897258.53,2026-09-06,2026-09-09,3,WH-BLR
PO000738,2025-06-15,P0120,S029,13,2601.1,33814.29,2025-06-25,2025-06-29,0,WH-DEL
PO000739,2026-05-31,P0143,S049,163,24397.95,3976866.61,2026-06-18,2026-06-19,5,WH-BLR
PO000740,2025-12-20,P0025,S004,176,1063.73,187217.29,2026-01-07,2026-01-08,6,WH-KOL
PO000741,2025-04-06,P0139,S006,41,28302.84,1160416.6,2025-04-17,2025-04-23,1,WH-DEL
PO000742,2026-01-01,P0005,S044,48,11719.67,562544.17,2026-01-21,2026-02-01,1,WH-BLR
PO000743,2025-01-24,P0146,S035,25,27043.64,676090.96,2025-02-01,2025-02-04,1,WH-DEL
PO000744,2026-06-07,P0117,S003,49,16971.61,831609.01,2026-06-24,2026-06-25,3,WH-CHE
PO000745,2025-07-03,P0006,S012,50,21767.53,1088376.39,2025-07-06,2025-07-07,1,WH-CHE
PO000746,2025-11-05,P0089,S043,20,24445.02,488900.47,2025-11-19,2025-11-27,0,WH-KOL
PO000747,2025-01-01,P0065,S024,34,25684.33,873267.33,2025-01-29,2025-02-09,2,WH-MUM
PO000748,2026-01-05,P0140,S024,180,16508.33,2971499.56,2026-01-30,2026-02-03,13,WH-DEL
PO000749,2025-07-22,P0059,S031,137,15077.04,2065554.02,2025-08-11,2025-08-15,3,WH-HYD
PO000750,2025-01-22,P0019,S034,43,17326.69,745047.73,2025-02-16,2025-02-25,0,WH-KOL
PO000752,2025-06-27,P0053,S037,52,7209.49,374893.36,2025-06-30,2025-07-10,3,WH-BLR
PO000753,2025-06-24,P0091,S005,185,13776.97,2548739.14,2025-06-27,2025-06-26,8,WH-BLR
PO000754,2026-05-09,P0113,S032,164,1580.34,259175.31,2026-06-03,2026-06-08,7,WH-BLR
PO000755,2026-04-23,P0077,S027,173,438.19,75806.01,2026-04-26,2026-05-07,13,WH-CHE
PO000756,2025-11-27,P0036,S028,21,6768.43,142136.94,2025-12-14,2025-12-25,0,WH-DEL
PO000757,2026-04-22,P0020,S014,185,25566.68,4729836.52,2026-05-12,2026-05-20,8,WH-DEL
PO000758,2025-07-23,P0046,S016,154,32357.45,4983047.19,2025-08-02,2025-08-06,10,WH-KOL
PO000759,2025-10-15,P0079,S039,134,19637.8,2631464.58,2025-11-10,2025-11-20,6,WH-MUM
PO000760,2025-02-22,P0111,S031,196,23797.44,4664297.54,2025-03-16,2025-03-20,14,WH-CHE
PO000761,2025-07-30,P0121,S021,157,7660.63,1202719.65,2025-08-27,2025-09-07,10,WH-CHE
PO000762,2025-04-08,P0019,S034,50,17404.36,870218.18,2025-04-21,2025-04-28,2,WH-CHE
PO000763,2025-03-29,P0036,S028,141,7792.31,1098716.4,2025-04-18,2025-04-23,8,WH-BLR
PO000764,2025-06-09,P0111,S031,184,23435.49,4312129.39,2025-06-20,2025-06-22,5,WH-MUM
PO000765,2025-03-26,P0106,S009,65,34412.62,2236820.62,2025-04-05,2025-04-07,0,WH-DEL
PO000766,2026-05-02,P0073,S023,143,3414.48,488270.58,2026-05-08,2026-05-11,8,WH-CHE
PO000767,2025-10-26,P0117,S003,71,17890.94,1270256.54,2025-11-17,2025-11-26,4,WH-DEL
PO000768,2026-01-25,P0026,S039,100,14410.77,1441076.56,2026-02-15,2026-02-17,7,WH-BLR
PO000769,2025-05-18,P0106,S009,24,35086.15,842067.63,2025-05-31,2025-06-10,0,WH-MUM
PO000770,2026-05-28,P0086,S050,172,18668.75,3211024.7,2026-06-01,2026-06-06,2,WH-BLR
PO000771,2025-07-14,P0049,S009,172,11392.31,1959477.68,2025-08-08,2025-08-09,10,WH-BLR
PO000772,2025-02-21,P0038,S036,116,22218.34,2577327.14,2025-03-01,2025-03-11,1,WH-HYD
PO000773,2026-06-07,P0055,S038,82,16536.6,1356001.21,2026-06-15,2026-06-21,0,WH-HYD
PO000774,2026-04-25,P0147,S005,141,27171.48,3831178.26,2026-05-24,2026-05-29,10,WH-CHE
PO000775,2025-05-29,P0058,S040,106,18602.4,1971854.5,2025-06-02,2025-06-03,4,WH-BLR
PO000776,2026-06-22,P0031,S021,115,10921.07,1255922.61,2026-07-19,2026-07-22,7,WH-BLR
PO000777,2026-01-16,P0033,S026,91,18440.3,1678067.74,2026-01-20,2026-02-01,4,WH-KOL
PO000778,2025-06-26,P0101,S003,165,19623.66,3237904.38,2025-07-24,2025-08-03,8,WH-MUM
PO000779,2026-05-26,P0075,S047,135,24477.36,3304443.07,2026-05-29,2026-05-30,3,WH-MUM
PO000780,2025-03-15,P0045,S001,101,30888.54,3119742.69,2025-03-22,2025-03-27,7,WH-CHE
PO000781,2026-02-13,P0029,S030,155,26470.76,4102968.32,2026-03-06,2026-03-18,4,WH-MUM
PO000782,2026-08-04,P0091,S005,87,13145.99,1143700.7,2026-08-25,2026-09-03,0,WH-HYD
PO000783,2026-08-12,P0068,S014,22,15406.33,338939.32,2026-08-24,2026-09-02,1,WH-DEL
PO000784,2025-05-31,P0038,S036,86,18953.43,1629994.63,2025-06-22,2025-06-28,3,WH-MUM
PO000785,2025-03-17,P0104,S008,178,2171.62,386547.74,2025-04-05,2025-04-16,12,WH-BLR
PO000786,2026-03-25,P0004,S005,78,25030.32,1952364.6,2026-04-21,2026-04-27,3,WH-BLR
