Inventory_ID,Snapshot_Date,Product_ID,Warehouse_ID,Opening_Stock,Purchases_Qty,Sales_Qty,Returns_Qty,Closing_Stock,Stock_Value,Stockout_Days
INVSTK-P0105-WH-DEL,2026-08-31,P0105,WH-DEL,84,44,76,0,52,120706.6,5
INVSTK-P0105-WH-KOL,2026-08-31,P0105,WH-KOL,68,28,105,17,8,18570.25,3
INVSTK-P0106-WH-BLR,2026-08-31,P0106,WH-BLR,197,51,30,8,226,7719654.22,2
INVSTK-P0106-WH-CHE,2026-08-31,P0106,WH-CHE,29,171,183,9,26,888101.81,7
INVSTK-P0106-WH-HYD,2026-08-31,P0106,WH-HYD,45,167,60,16,168,5738504.02,0
INVSTK-P0106-WH-MUM,2026-08-31,P0106,WH-MUM,221,48,40,14,243,8300336.18,0
INVSTK-P0106-WH-DEL,2026-08-31,P0106,WH-DEL,237,83,85,9,244,8334493.94,4
INVSTK-P0107-WH-BLR,2026-08-31,P0107,WH-BLR,231,44,64,7,218,1345028.17,2
INVSTK-P0107-WH-MUM,2026-08-31,P0107,WH-MUM,166,38,98,13,119,734212.62,1
INVSTK-P0107-WH-DEL,2026-08-31,P0107,WH-DEL,173,62,97,20,158,974836.93,7
INVSTK-P0107-WH-KOL,2026-08-31,P0107,WH-KOL,106,49,78,20,97,598475.84,8
INVSTK-P0108-WH-CHE,2026-08-31,P0108,WH-CHE,155,80,131,0,104,1354398.84,3
INVSTK-P0108-WH-HYD,2026-08-31,P0108,WH-HYD,178,175,24,4,333,4336680.89,0
INVSTK-P0108-WH-DEL,2026-08-31,P0108,WH-DEL,188,154,101,16,257,3346927.89,5
INVSTK-P0108-WH-KOL,2026-08-31,P0108,WH-KOL,94,145,207,12,44,573014.89,5
INVSTK-P0109-WH-BLR,2026-08-31,P0109,WH-BLR,161,40,19,2,184,5098990.35,7
INVSTK-P0109-WH-CHE,2026-08-31,P0109,WH-CHE,236,125,184,17,194,5376109.39,0
INVSTK-P0109-WH-MUM,2026-08-31,P0109,WH-MUM,81,144,54,19,190,5265261.77,0
INVSTK-P0109-WH-DEL,2026-08-31,P0109,WH-DEL,205,62,13,12,266,7371366.48,4
INVSTK-P0109-WH-KOL,2026-08-31,P0109,WH-KOL,205,31,96,15,155,4295345.13,0
INVSTK-P0110-WH-BLR,2026-08-31,P0110,WH-BLR,42,21,77,18,4,1365.89,2
INVSTK-P0110-WH-CHE,2026-08-31,P0110,WH-CHE,205,160,194,19,190,64879.93,0
INVSTK-P0110-WH-HYD,2026-08-31,P0110,WH-HYD,203,119,131,6,197,67270.24,4
INVSTK-P0110-WH-MUM,2026-08-31,P0110,WH-MUM,0,25,5,14,34,11610.09,7
INVSTK-P0110-WH-DEL,2026-08-31,P0110,WH-DEL,171,34,89,0,116,39610.9,2
INVSTK-P0111-WH-BLR,2026-08-31,P0111,WH-BLR,149,55,14,20,210,5104974.64,6
INVSTK-P0111-WH-CHE,2026-08-31,P0111,WH-CHE,176,0,130,8,54,1312707.76,3
INVSTK-P0111-WH-HYD,2026-08-31,P0111,WH-HYD,130,162,37,19,274,6660776.43,1
INVSTK-P0111-WH-MUM,2026-08-31,P0111,WH-MUM,62,95,48,18,127,3087294.19,4
INVSTK-P0111-WH-DEL,2026-08-31,P0111,WH-DEL,219,23,175,20,87,2114918.06,1
INVSTK-P0111-WH-KOL,2026-08-31,P0111,WH-KOL,131,123,36,14,232,5639781.5,4
INVSTK-P0112-WH-BLR,2026-08-31,P0112,WH-BLR,44,155,49,7,157,3522627.93,1
INVSTK-P0112-WH-CHE,2026-08-31,P0112,WH-CHE,119,88,110,2,99,2221274.93,3
INVSTK-P0112-WH-MUM,2026-08-31,P0112,WH-MUM,92,151,97,20,166,3724562.01,5
INVSTK-P0112-WH-DEL,2026-08-31,P0112,WH-DEL,160,92,77,19,194,4352801.39,1
INVSTK-P0112-WH-KOL,2026-08-31,P0112,WH-KOL,188,117,140,1,166,3724562.01,8
INVSTK-P0113-WH-BLR,2026-08-31,P0113,WH-BLR,141,87,87,15,156,223427.55,6
INVSTK-P0113-WH-CHE,2026-08-31,P0113,WH-CHE,60,67,31,13,109,156112.84,2
INVSTK-P0113-WH-HYD,2026-08-31,P0113,WH-HYD,95,57,28,13,137,196215.22,4
INVSTK-P0113-WH-MUM,2026-08-31,P0113,WH-MUM,7,165,44,6,134,191918.54,7
INVSTK-P0113-WH-DEL,2026-08-31,P0113,WH-DEL,59,146,55,1,151,216266.41,4
INVSTK-P0113-WH-KOL,2026-08-31,P0113,WH-KOL,94,177,118,8,161,230588.69,1
INVSTK-P0114-WH-BLR,2026-08-31,P0114,WH-BLR,172,32,157,17,64,784200.47,6
INVSTK-P0114-WH-CHE,2026-08-31,P0114,WH-CHE,5,169,180,7,1,12253.13,7
INVSTK-P0114-WH-HYD,2026-08-31,P0114,WH-HYD,122,144,193,0,73,894478.67,5
INVSTK-P0114-WH-MUM,2026-08-31,P0114,WH-MUM,66,39,81,7,31,379847.1,1
INVSTK-P0114-WH-DEL,2026-08-31,P0114,WH-DEL,121,162,6,4,281,3443130.21,7
INVSTK-P0114-WH-KOL,2026-08-31,P0114,WH-KOL,118,124,44,3,201,2462879.61,7
INVSTK-P0115-WH-BLR,2026-08-31,P0115,WH-BLR,170,131,143,20,178,3864017.3,7
INVSTK-P0115-WH-CHE,2026-08-31,P0115,WH-CHE,185,39,138,14,100,2170796.24,8
INVSTK-P0115-WH-HYD,2026-08-31,P0115,WH-HYD,243,39,196,12,98,2127380.31,5
INVSTK-P0115-WH-DEL,2026-08-31,P0115,WH-DEL,20,43,53,11,21,455867.21,4
INVSTK-P0115-WH-KOL,2026-08-31,P0115,WH-KOL,131,59,111,13,92,1997132.54,2
INVSTK-P0116-WH-CHE,2026-08-31,P0116,WH-CHE,28,140,53,4,119,2750962.42,3
INVSTK-P0116-WH-HYD,2026-08-31,P0116,WH-HYD,150,84,50,0,184,4253588.96,2
INVSTK-P0116-WH-MUM,2026-08-31,P0116,WH-MUM,18,87,86,18,37,855341.26,5
INVSTK-P0116-WH-DEL,2026-08-31,P0116,WH-DEL,47,39,54,18,50,1155866.56,3
INVSTK-P0116-WH-KOL,2026-08-31,P0116,WH-KOL,240,27,86,19,200,4623466.26,1
INVSTK-P0117-WH-BLR,2026-08-31,P0117,WH-BLR,246,8,91,2,165,2883097.39,8
INVSTK-P0117-WH-CHE,2026-08-31,P0117,WH-CHE,186,85,10,20,281,4910002.23,7
INVSTK-P0117-WH-HYD,2026-08-31,P0117,WH-HYD,246,145,123,4,272,4752742.37,2
INVSTK-P0117-WH-MUM,2026-08-31,P0117,WH-MUM,130,25,12,17,160,2795730.81,1
INVSTK-P0117-WH-DEL,2026-08-31,P0117,WH-DEL,142,177,129,14,204,3564556.78,0
INVSTK-P0117-WH-KOL,2026-08-31,P0117,WH-KOL,227,132,153,17,223,3896549.81,5
INVSTK-P0118-WH-BLR,2026-08-31,P0118,WH-BLR,12,10,12,7,17,259782.9,8
INVSTK-P0118-WH-CHE,2026-08-31,P0118,WH-CHE,140,161,156,3,148,2261639.34,1
INVSTK-P0118-WH-HYD,2026-08-31,P0118,WH-HYD,190,56,32,1,215,3285489.58,3
INVSTK-P0118-WH-KOL,2026-08-31,P0118,WH-KOL,220,18,43,12,207,3163238.8,0
INVSTK-P0119-WH-CHE,2026-08-31,P0119,WH-CHE,236,120,154,7,209,407484.27,4
INVSTK-P0119-WH-HYD,2026-08-31,P0119,WH-HYD,214,74,202,13,99,193018.86,6
INVSTK-P0119-WH-MUM,2026-08-31,P0119,WH-MUM,155,0,163,18,10,19496.85,1
INVSTK-P0119-WH-KOL,2026-08-31,P0119,WH-KOL,113,148,187,20,94,183270.44,8
INVSTK-P0120-WH-BLR,2026-08-31,P0120,WH-BLR,236,15,69,8,190,492400.07,6
INVSTK-P0120-WH-HYD,2026-08-31,P0120,WH-HYD,225,154,64,18,333,862995.91,2
INVSTK-P0120-WH-DEL,2026-08-31,P0120,WH-DEL,45,124,53,1,117,303214.78,4
INVSTK-P0120-WH-KOL,2026-08-31,P0120,WH-KOL,218,147,192,18,191,494991.65,7
INVSTK-P0121-WH-BLR,2026-08-31,P0121,WH-BLR,135,8,84,10,69,486618.96,0
INVSTK-P0121-WH-CHE,2026-08-31,P0121,WH-CHE,27,76,71,7,39,275045.5,0
INVSTK-P0121-WH-HYD,2026-08-31,P0121,WH-HYD,25,26,17,20,54,380832.23,6
INVSTK-P0121-WH-DEL,2026-08-31,P0121,WH-DEL,35,175,18,1,193,1361122.59,7
INVSTK-P0121-WH-KOL,2026-08-31,P0121,WH-KOL,80,62,82,6,66,465461.61,5
INVSTK-P0122-WH-BLR,2026-08-31,P0122,WH-BLR,194,173,75,5,297,1051521.67,3
INVSTK-P0122-WH-CHE,2026-08-31,P0122,WH-CHE,109,94,171,6,38,134538.13,7
INVSTK-P0122-WH-HYD,2026-08-31,P0122,WH-HYD,89,95,136,8,56,198266.71,1
INVSTK-P0122-WH-MUM,2026-08-31,P0122,WH-MUM,32,162,140,5,59,208888.14,6
INVSTK-P0122-WH-DEL,2026-08-31,P0122,WH-DEL,202,79,46,9,244,863876.38,1
INVSTK-P0122-WH-KOL,2026-08-31,P0122,WH-KOL,68,132,85,19,134,474423.92,6
INVSTK-P0123-WH-BLR,2026-08-31,P0123,WH-BLR,29,129,157,9,10,205280.18,6
INVSTK-P0123-WH-CHE,2026-08-31,P0123,WH-CHE,82,167,202,17,64,1313793.15,5
INVSTK-P0123-WH-HYD,2026-08-31,P0123,WH-HYD,65,112,57,19,139,2853394.49,8
INVSTK-P0123-WH-MUM,2026-08-31,P0123,WH-MUM,239,145,61,20,343,7041110.16,0
INVSTK-P0123-WH-DEL,2026-08-31,P0123,WH-DEL,21,109,30,5,105,2155441.88,7
INVSTK-P0123-WH-KOL,2026-08-31,P0123,WH-KOL,238,155,36,9,366,7513254.57,2
INVSTK-P0124-WH-BLR,2026-08-31,P0124,WH-BLR,96,33,131,2,0,0,1
INVSTK-P0124-WH-CHE,2026-08-31,P0124,WH-CHE,211,82,213,0,80,506460.76,7
INVSTK-P0124-WH-HYD,2026-08-31,P0124,WH-HYD,30,107,136,18,19,120284.43,2
INVSTK-P0124-WH-MUM,2026-08-31,P0124,WH-MUM,245,52,37,3,263,1664989.75,7
INVSTK-P0124-WH-KOL,2026-08-31,P0124,WH-KOL,250,81,53,1,279,1766281.9,1
INVSTK-P0125-WH-BLR,2026-08-31,P0125,WH-BLR,242,80,199,15,138,1633352.8,0
INVSTK-P0125-WH-CHE,2026-08-31,P0125,WH-CHE,84,90,114,1,61,721989.28,1
INVSTK-P0125-WH-MUM,2026-08-31,P0125,WH-MUM,196,113,213,12,108,1278276.1,7
INVSTK-P0125-WH-DEL,2026-08-31,P0125,WH-DEL,167,158,168,18,175,2071280.72,1
INVSTK-P0125-WH-KOL,2026-08-31,P0125,WH-KOL,171,130,32,8,277,3278541.49,4
INVSTK-P0126-WH-BLR,2026-08-31,P0126,WH-BLR,2,71,36,17,54,1610582.38,3
INVSTK-P0126-WH-CHE,2026-08-31,P0126,WH-CHE,32,64,43,0,53,1580756.78,0
INVSTK-P0126-WH-HYD,2026-08-31,P0126,WH-HYD,154,84,68,2,172,5130003.14,0
INVSTK-P0126-WH-MUM,2026-08-31,P0126,WH-MUM,237,130,205,9,171,5100177.54,2
INVSTK-P0126-WH-DEL,2026-08-31,P0126,WH-DEL,200,153,119,19,253,7545876.72,6
INVSTK-P0126-WH-KOL,2026-08-31,P0126,WH-KOL,121,100,75,4,150,4473839.95,6
INVSTK-P0127-WH-CHE,2026-08-31,P0127,WH-CHE,51,40,91,13,13,72654.01,2
INVSTK-P0127-WH-MUM,2026-08-31,P0127,WH-MUM,21,176,79,0,118,659474.83,5
INVSTK-P0127-WH-DEL,2026-08-31,P0127,WH-DEL,94,25,111,4,12,67065.24,7
INVSTK-P0127-WH-KOL,2026-08-31,P0127,WH-KOL,119,38,156,2,3,16766.31,6
INVSTK-P0128-WH-BLR,2026-08-31,P0128,WH-BLR,31,172,195,13,21,65860.72,3
INVSTK-P0128-WH-CHE,2026-08-31,P0128,WH-CHE,238,71,147,13,175,548839.32,1
INVSTK-P0128-WH-HYD,2026-08-31,P0128,WH-HYD,117,79,101,8,103,323031.15,8
INVSTK-P0128-WH-MUM,2026-08-31,P0128,WH-MUM,115,160,182,16,109,341848.49,2
INVSTK-P0128-WH-KOL,2026-08-31,P0128,WH-KOL,186,38,15,15,224,702514.34,5
INVSTK-P0129-WH-BLR,2026-08-31,P0129,WH-BLR,120,4,68,20,76,749168.5,6
INVSTK-P0129-WH-CHE,2026-08-31,P0129,WH-CHE,70,136,173,6,39,384441.73,7
INVSTK-P0129-WH-HYD,2026-08-31,P0129,WH-HYD,20,81,53,1,49,483016.53,3
INVSTK-P0129-WH-MUM,2026-08-31,P0129,WH-MUM,124,106,48,3,185,1823633.84,7
INVSTK-P0129-WH-DEL,2026-08-31,P0129,WH-DEL,249,71,207,16,129,1271614.95,1
INVSTK-P0129-WH-KOL,2026-08-31,P0129,WH-KOL,250,104,117,8,245,2415082.66,3
INVSTK-P0130-WH-BLR,2026-08-31,P0130,WH-BLR,26,37,31,17,49,996258.69,2
INVSTK-P0130-WH-CHE,2026-08-31,P0130,WH-CHE,117,38,89,18,84,1707872.04,6
INVSTK-P0130-WH-HYD,2026-08-31,P0130,WH-HYD,116,57,75,15,113,2297494.53,5
INVSTK-P0130-WH-MUM,2026-08-31,P0130,WH-MUM,222,48,165,3,108,2195835.48,7
INVSTK-P0130-WH-DEL,2026-08-31,P0130,WH-DEL,204,143,75,2,274,5570915.94,6
INVSTK-P0130-WH-KOL,2026-08-31,P0130,WH-KOL,167,64,118,10,123,2500812.63,6
INVSTK-P0131-WH-BLR,2026-08-31,P0131,WH-BLR,5,155,27,10,143,4906161.17,7
INVSTK-P0131-WH-CHE,2026-08-31,P0131,WH-CHE,186,176,94,8,276,9469234.14,1
INVSTK-P0131-WH-HYD,2026-08-31,P0131,WH-HYD,95,116,157,13,67,2298690.9,1
INVSTK-P0131-WH-MUM,2026-08-31,P0131,WH-MUM,169,66,193,4,46,1578205.69,8
INVSTK-P0131-WH-DEL,2026-08-31,P0131,WH-DEL,239,46,59,8,234,8028263.73,2
INVSTK-P0131-WH-KOL,2026-08-31,P0131,WH-KOL,179,140,43,1,277,9503542.96,7
INVSTK-P0132-WH-BLR,2026-08-31,P0132,WH-BLR,134,128,108,4,158,2192074.15,2
INVSTK-P0132-WH-CHE,2026-08-31,P0132,WH-CHE,63,172,83,7,159,2205948.04,4
INVSTK-P0132-WH-HYD,2026-08-31,P0132,WH-HYD,185,45,38,3,195,2705407.97,3
INVSTK-P0132-WH-MUM,2026-08-31,P0132,WH-MUM,230,164,39,17,372,5161085.98,6
INVSTK-P0132-WH-DEL,2026-08-31,P0132,WH-DEL,236,137,126,18,265,3676580.07,7
INVSTK-P0132-WH-KOL,2026-08-31,P0132,WH-KOL,55,42,83,18,32,443964.39,8
INVSTK-P0133-WH-BLR,2026-08-31,P0133,WH-BLR,162,150,99,1,214,645901.72,3
INVSTK-P0133-WH-CHE,2026-08-31,P0133,WH-CHE,222,153,72,15,318,959797.89,5
INVSTK-P0133-WH-HYD,2026-08-31,P0133,WH-HYD,139,95,158,16,92,277677.38,3
INVSTK-P0133-WH-MUM,2026-08-31,P0133,WH-MUM,77,66,61,4,86,259567.98,8
INVSTK-P0133-WH-KOL,2026-08-31,P0133,WH-KOL,158,72,93,2,139,419534.3,7
INVSTK-P0134-WH-BLR,2026-08-31,P0134,WH-BLR,116,151,5,3,265,2765850.09,7
INVSTK-P0134-WH-HYD,2026-08-31,P0134,WH-HYD,149,67,144,10,82,855847.95,0
INVSTK-P0134-WH-DEL,2026-08-31,P0134,WH-DEL,236,61,110,0,187,1951750.82,7
INVSTK-P0134-WH-KOL,2026-08-31,P0134,WH-KOL,208,106,142,5,177,1847379.11,6
INVSTK-P0135-WH-BLR,2026-08-31,P0135,WH-BLR,58,113,72,0,99,570604.6,6
INVSTK-P0135-WH-CHE,2026-08-31,P0135,WH-CHE,128,83,145,13,79,455330.94,4
INVSTK-P0135-WH-MUM,2026-08-31,P0135,WH-MUM,84,123,37,9,179,1031699.23,8
INVSTK-P0135-WH-DEL,2026-08-31,P0135,WH-DEL,156,84,97,12,155,893370.84,5
INVSTK-P0135-WH-KOL,2026-08-31,P0135,WH-KOL,245,71,108,9,217,1250719.18,3
INVSTK-P0136-WH-BLR,2026-08-31,P0136,WH-BLR,152,130,144,18,156,4218490.39,7
INVSTK-P0136-WH-CHE,2026-08-31,P0136,WH-CHE,175,153,55,0,273,7382358.18,7
INVSTK-P0136-WH-HYD,2026-08-31,P0136,WH-HYD,236,1,0,8,245,6625193.24,6
INVSTK-P0136-WH-MUM,2026-08-31,P0136,WH-MUM,104,106,15,11,206,5570570.64,2
INVSTK-P0136-WH-DEL,2026-08-31,P0136,WH-DEL,34,179,105,3,111,3001618.16,2
INVSTK-P0136-WH-KOL,2026-08-31,P0136,WH-KOL,207,76,124,3,162,4380740.02,3
INVSTK-P0137-WH-BLR,2026-08-31,P0137,WH-BLR,225,5,84,5,151,3725487.7,0
INVSTK-P0137-WH-HYD,2026-08-31,P0137,WH-HYD,158,165,20,14,317,7821056.95,0
INVSTK-P0137-WH-MUM,2026-08-31,P0137,WH-MUM,101,110,144,7,74,1825735.69,5
INVSTK-P0137-WH-DEL,2026-08-31,P0137,WH-DEL,75,130,155,3,53,1307621.51,0
INVSTK-P0137-WH-KOL,2026-08-31,P0137,WH-KOL,221,41,201,2,63,1554342.55,1
INVSTK-P0138-WH-CHE,2026-08-31,P0138,WH-CHE,80,136,26,12,202,3764977.2,7
INVSTK-P0138-WH-HYD,2026-08-31,P0138,WH-HYD,230,49,133,6,152,2833052.15,3
INVSTK-P0138-WH-MUM,2026-08-31,P0138,WH-MUM,153,176,149,14,194,3615869.19,0
INVSTK-P0138-WH-DEL,2026-08-31,P0138,WH-DEL,214,74,157,16,147,2739859.65,3
INVSTK-P0139-WH-BLR,2026-08-31,P0139,WH-BLR,121,120,12,6,235,6540383.44,6
INVSTK-P0139-WH-CHE,2026-08-31,P0139,WH-CHE,17,149,56,4,114,3172781.76,8
INVSTK-P0139-WH-HYD,2026-08-31,P0139,WH-HYD,129,164,186,15,122,3395433.11,5
INVSTK-P0139-WH-MUM,2026-08-31,P0139,WH-MUM,225,35,81,14,193,5371463.85,6
INVSTK-P0139-WH-DEL,2026-08-31,P0139,WH-DEL,222,139,208,15,168,4675678.38,5
INVSTK-P0139-WH-KOL,2026-08-31,P0139,WH-KOL,238,168,46,12,372,10353287.84,4
INVSTK-P0140-WH-BLR,2026-08-31,P0140,WH-BLR,63,112,152,15,38,686812.32,7
INVSTK-P0140-WH-CHE,2026-08-31,P0140,WH-CHE,187,86,35,10,248,4482354.09,4
INVSTK-P0140-WH-MUM,2026-08-31,P0140,WH-MUM,106,134,68,19,191,3452135.61,5
INVSTK-P0140-WH-DEL,2026-08-31,P0140,WH-DEL,145,142,43,12,256,4626946.16,3
INVSTK-P0140-WH-KOL,2026-08-31,P0140,WH-KOL,235,79,177,18,155,2801471.31,4
INVSTK-P0141-WH-BLR,2026-08-31,P0141,WH-BLR,167,80,208,19,58,948387.48,0
INVSTK-P0141-WH-CHE,2026-08-31,P0141,WH-CHE,83,178,54,14,221,3613683.33,5
INVSTK-P0141-WH-HYD,2026-08-31,P0141,WH-HYD,201,164,172,20,213,3482871.26,4
INVSTK-P0141-WH-MUM,2026-08-31,P0141,WH-MUM,144,155,14,8,293,4790991.93,5
INVSTK-P0141-WH-DEL,2026-08-31,P0141,WH-DEL,180,30,195,2,17,277975.64,4
INVSTK-P0141-WH-KOL,2026-08-31,P0141,WH-KOL,28,2,20,0,10,163515.08,8
INVSTK-P0142-WH-BLR,2026-08-31,P0142,WH-BLR,157,136,118,20,195,3837453.03,2
INVSTK-P0142-WH-CHE,2026-08-31,P0142,WH-CHE,96,146,174,0,68,1338188.75,5
INVSTK-P0142-WH-HYD,2026-08-31,P0142,WH-HYD,228,158,201,9,194,3817773.78,7
INVSTK-P0142-WH-DEL,2026-08-31,P0142,WH-DEL,222,96,211,12,119,2341830.31,6
INVSTK-P0142-WH-KOL,2026-08-31,P0142,WH-KOL,247,150,95,19,321,6317038.07,8
INVSTK-P0143-WH-BLR,2026-08-31,P0143,WH-BLR,18,166,135,6,55,1251715.27,7
INVSTK-P0143-WH-CHE,2026-08-31,P0143,WH-CHE,183,1,48,18,154,3504802.75,4
INVSTK-P0143-WH-HYD,2026-08-31,P0143,WH-HYD,126,56,180,3,5,113792.3,2
INVSTK-P0143-WH-MUM,2026-08-31,P0143,WH-MUM,192,160,84,8,276,6281334.8,7
INVSTK-P0143-WH-DEL,2026-08-31,P0143,WH-DEL,11,126,89,3,51,1160681.43,4
INVSTK-P0143-WH-KOL,2026-08-31,P0143,WH-KOL,144,160,204,15,115,2617222.83,6
INVSTK-P0144-WH-BLR,2026-08-31,P0144,WH-BLR,126,79,15,1,191,2157875.58,2
INVSTK-P0144-WH-CHE,2026-08-31,P0144,WH-CHE,136,103,124,8,123,1389626.68,1
INVSTK-P0144-WH-HYD,2026-08-31,P0144,WH-HYD,106,7,116,7,4,45191.11,1
INVSTK-P0144-WH-MUM,2026-08-31,P0144,WH-MUM,149,133,92,1,191,2157875.58,4
INVSTK-P0144-WH-DEL,2026-08-31,P0144,WH-DEL,229,121,136,17,231,2609786.7,2
INVSTK-P0144-WH-KOL,2026-08-31,P0144,WH-KOL,217,86,92,12,223,2519404.48,6
INVSTK-P0145-WH-CHE,2026-08-31,P0145,WH-CHE,194,76,12,16,274,638506.86,2
INVSTK-P0145-WH-HYD,2026-08-31,P0145,WH-HYD,142,171,115,4,202,470724.03,7
INVSTK-P0145-WH-MUM,2026-08-31,P0145,WH-MUM,163,74,9,12,240,559276.08,4
INVSTK-P0145-WH-DEL,2026-08-31,P0145,WH-DEL,127,11,136,16,18,41945.71,7
INVSTK-P0145-WH-KOL,2026-08-31,P0145,WH-KOL,8,65,74,18,17,39615.39,1
INVSTK-P0146-WH-BLR,2026-08-31,P0146,WH-BLR,165,104,170,0,99,2462991.9,7
INVSTK-P0146-WH-CHE,2026-08-31,P0146,WH-CHE,179,48,4,4,227,5647466.28,7
INVSTK-P0146-WH-HYD,2026-08-31,P0146,WH-HYD,178,92,164,17,123,3060080.85,7
INVSTK-P0146-WH-MUM,2026-08-31,P0146,WH-MUM,150,65,48,4,171,4254258.74,0
INVSTK-P0146-WH-DEL,2026-08-31,P0146,WH-DEL,91,11,7,1,96,2388355.78,4
INVSTK-P0146-WH-KOL,2026-08-31,P0146,WH-KOL,171,55,99,10,137,3408382.73,6
INVSTK-P0147-WH-CHE,2026-08-31,P0147,WH-CHE,71,88,67,5,97,2718002.75,2
INVSTK-P0147-WH-MUM,2026-08-31,P0147,WH-MUM,106,179,151,8,142,3978931.86,3
INVSTK-P0147-WH-DEL,2026-08-31,P0147,WH-DEL,198,76,113,4,165,4623406.74,6
INVSTK-P0147-WH-KOL,2026-08-31,P0147,WH-KOL,148,176,169,7,162,4539344.8,2
INVSTK-P0148-WH-BLR,2026-08-31,P0148,WH-BLR,238,26,84,4,184,2529449.05,5
INVSTK-P0148-WH-CHE,2026-08-31,P0148,WH-CHE,146,101,20,14,241,3313028.37,0
INVSTK-P0148-WH-HYD,2026-08-31,P0148,WH-HYD,241,130,134,11,248,3409257.41,4
INVSTK-P0148-WH-MUM,2026-08-31,P0148,WH-MUM,139,28,143,16,40,549880.23,2
INVSTK-P0148-WH-DEL,2026-08-31,P0148,WH-DEL,110,68,154,20,44,604868.25,0
INVSTK-P0148-WH-KOL,2026-08-31,P0148,WH-KOL,236,173,150,8,267,3670450.52,1
INVSTK-P0149-WH-BLR,2026-08-31,P0149,WH-BLR,179,46,94,9,140,3420791.36,7
INVSTK-P0149-WH-CHE,2026-08-31,P0149,WH-CHE,35,76,108,6,9,219908.02,3
INVSTK-P0149-WH-MUM,2026-08-31,P0149,WH-MUM,177,73,212,0,38,928500.51,4
INVSTK-P0149-WH-KOL,2026-08-31,P0149,WH-KOL,63,163,191,13,48,1172842.75,6
INVSTK-P0150-WH-BLR,2026-08-31,P0150,WH-BLR,107,75,126,1,57,1934509.45,5
INVSTK-P0150-WH-CHE,2026-08-31,P0150,WH-CHE,79,175,121,3,136,4615671.66,6
INVSTK-P0150-WH-MUM,2026-08-31,P0150,WH-MUM,152,92,123,1,122,4140528.99,7
INVSTK-P0150-WH-DEL,2026-08-31,P0150,WH-DEL,31,57,4,16,100,3393876.22,0
INVSTK-P0150-WH-KOL,2026-08-31,P0150,WH-KOL,225,39,168,20,116,3936896.42,8
